,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
724,725,013M781277,013M,55.0074352,-62.1861905,36.0,14.0,,8.0,5.0,,40.0,0.45,,,60.0,27.8,40.0,0.6,Routine,013M,55.00734,-62.18707,28.0,1.49,,0.9,,30.7,0.2,0.1,0.41,0.19,27.8,3.9,13.8,0.1,13.15,1.73,0.98,0.77,0.41,2.1,2.64,,,37.0,0.35,,0.01,19.2,1.3,0.13,0.12,42.0,1.04,0.03,0.43,18.9,11.8,0.03,1.29,,5.38,,1.0,,0.36,,1.6,0.4,3.04,0.1,23.8,,0.34,0.03,0.3,0.015,0.03,0.13,0.8,24.0,,10.1,0.79,35.8,0.3,36.0,14.0,8.0,5.0,40.0,0.45,60.0,40.0,0.6,28.0,1.49,30.7,0.2,0.41,0.19,27.8,3.9,13.8,0.1,13.15,1.73,0.98,0.77,0.41,2.1,2.64,37.0,0.35,0.01,19.2,1.3,0.13,0.12,42.0,1.04,0.03,0.43,18.9,11.8,0.03,1.29,5.38,1.0,0.36,1.6,0.4,3.04,23.8,0.34,0.3,0.015,0.03,0.13,0.8,24.0,10.1,0.79,35.8,0.3,POINT (-62.1861905 55.0074352)
725,726,013M781278,013M,55.4376364,-62.3741026,136.0,60.0,,15.0,10.0,,200.0,2.2,,2.0,175.0,46.2,130.0,0.8,Routine,013M,55.43753,-62.37497,498.0,2.83,,1.3,,90.9,0.4,0.07,0.82,0.51,76.3,11.2,21.0,0.13,66.12,4.18,2.26,1.15,2.22,3.3,5.53,0.1,,233.0,0.81,,0.02,55.1,1.7,0.32,0.15,205.0,3.05,0.021,1.44,47.36,23.5,0.14,2.89,,13.51,,1.4,2.0,0.33,0.03,3.0,1.8,6.99,0.2,34.0,,0.75,0.04,1.0,0.024,0.13,0.35,1.3,37.0,0.6,24.49,2.17,143.6,0.5,136.0,60.0,15.0,10.0,200.0,2.2,175.0,130.0,0.8,498.0,2.83,90.9,0.4,0.82,0.51,76.3,11.2,21.0,0.13,66.12,4.18,2.26,1.15,2.22,3.3,5.53,233.0,0.81,0.02,55.1,1.7,0.32,0.15,205.0,3.05,0.021,1.44,47.36,23.5,0.14,2.89,13.51,1.4,0.33,3.0,1.8,6.99,34.0,0.75,1.0,0.024,0.13,0.35,1.3,37.0,24.49,2.17,143.6,0.5,POINT (-62.3741026 55.4376364)
726,727,013M781279,013M,55.4540443,-62.4449955,56.0,16.0,,10.0,5.0,,30.0,0.6,,2.0,70.0,29.4,40.0,1.2,Routine,013M,55.45394,-62.44586,58.0,0.53,,0.5,,85.4,0.1,0.04,0.4,0.24,79.5,4.3,8.7,0.07,16.71,3.6,1.85,1.07,0.58,0.8,5.83,,,68.0,0.66,,,56.4,0.7,0.21,0.04,31.0,2.06,0.006,0.66,49.26,14.6,0.026,1.48,,14.29,3.0,0.8,5.0,0.71,,1.8,0.6,7.93,0.1,17.3,,0.66,,1.6,0.015,0.1,0.26,1.1,8.0,,18.74,1.59,64.4,0.4,56.0,16.0,10.0,5.0,30.0,0.6,70.0,40.0,1.2,58.0,0.53,85.4,0.1,0.4,0.24,79.5,4.3,8.7,0.07,16.71,3.6,1.85,1.07,0.58,0.8,5.83,68.0,0.66,0.029748743772766643,56.4,0.7,0.21,0.04,31.0,2.06,0.006,0.66,49.26,14.6,0.026,1.48,14.29,0.8,0.71,1.8,0.6,7.93,17.3,0.66,1.6,0.015,0.1,0.26,1.1,8.0,18.74,1.59,64.4,0.4,POINT (-62.4449955 55.4540443)
727,728,013M781280,013M,55.4707824,-62.4942566,170.0,32.0,,7.0,10.0,,340.0,5.55,,7.0,300.0,30.0,50.0,9.7,Routine,013M,55.47068,-62.49512,296.0,2.09,,1.0,,101.9,1.6,0.04,0.39,0.57,393.5,10.7,23.9,0.29,33.02,9.91,5.66,2.65,5.34,3.5,15.79,0.3,,84.0,2.01,0.02,0.04,183.2,3.9,0.75,0.15,397.0,7.55,0.012,1.89,153.84,12.3,0.161,5.02,,45.24,,4.3,1.0,0.25,0.04,2.9,2.3,22.21,0.3,17.1,,2.02,0.03,3.3,0.031,0.21,0.8,10.4,45.0,0.3,53.85,4.83,185.6,0.4,170.0,32.0,7.0,10.0,340.0,5.55,300.0,50.0,9.7,296.0,2.09,101.9,1.6,0.39,0.57,393.5,10.7,23.9,0.29,33.02,9.91,5.66,2.65,5.34,3.5,15.79,84.0,2.01,0.04,183.2,3.9,0.75,0.15,397.0,7.55,0.012,1.89,153.84,12.3,0.161,5.02,45.24,4.3,0.25,2.9,2.3,22.21,17.1,2.02,3.3,0.031,0.21,0.8,10.4,45.0,53.85,4.83,185.6,0.4,POINT (-62.4942566 55.4707824)
728,729,013M781282,013M,55.4649884,-62.5754347,68.0,16.0,2.0,6.0,4.0,,35.0,0.45,,2.0,90.0,32.8,40.0,2.0,Routine,013M,55.46488,-62.5763,93.0,0.65,,0.7,,130.3,0.5,0.03,0.31,0.24,181.5,2.2,9.0,0.09,15.65,5.88,2.86,1.68,0.39,1.6,8.14,,,74.0,1.08,,0.02,99.8,1.5,0.4,0.06,42.0,2.21,0.007,0.85,92.04,8.3,0.036,2.75,,26.55,2.0,1.6,1.0,0.31,0.03,1.3,0.9,13.41,0.2,28.9,,1.12,,1.2,0.017,0.06,0.4,2.5,20.0,,27.1,2.49,66.1,0.4,68.0,16.0,6.0,4.0,35.0,0.45,90.0,40.0,2.0,93.0,0.65,130.3,0.5,0.31,0.24,181.5,2.2,9.0,0.09,15.65,5.88,2.86,1.68,0.39,1.6,8.14,74.0,1.08,0.02,99.8,1.5,0.4,0.06,42.0,2.21,0.007,0.85,92.04,8.3,0.036,2.75,26.55,1.6,0.31,1.3,0.9,13.41,28.9,1.12,1.2,0.017,0.06,0.4,2.5,20.0,27.1,2.49,66.1,0.4,POINT (-62.5754347 55.4649884)
729,730,013M781283,013M,55.4916662,-62.6159344,68.0,24.0,2.0,8.0,6.0,,95.0,1.15,,5.0,155.0,33.2,40.0,6.9,Routine,013M,55.49156,-62.6168,88.0,0.61,,0.8,,131.5,0.7,0.02,0.42,0.19,224.4,5.0,13.9,0.18,25.81,7.12,3.75,1.67,1.07,1.7,9.95,0.1,,57.0,1.37,,0.04,117.4,3.5,0.51,0.14,113.0,6.22,0.014,1.59,101.56,12.7,0.049,2.98,,27.92,,3.5,1.0,0.77,,2.1,1.0,14.16,0.2,32.4,,1.34,0.04,5.3,0.028,0.08,0.57,7.8,19.0,0.2,36.63,3.47,80.6,1.3,68.0,24.0,8.0,6.0,95.0,1.15,155.0,40.0,6.9,88.0,0.61,131.5,0.7,0.42,0.19,224.4,5.0,13.9,0.18,25.81,7.12,3.75,1.67,1.07,1.7,9.95,57.0,1.37,0.04,117.4,3.5,0.51,0.14,113.0,6.22,0.014,1.59,101.56,12.7,0.049,2.98,27.92,3.5,0.77,2.1,1.0,14.16,32.4,1.34,5.3,0.028,0.08,0.57,7.8,19.0,36.63,3.47,80.6,1.3,POINT (-62.6159344 55.4916662)
730,731,013M781284,013M,55.4888406,-62.6702588,84.0,12.0,2.0,7.0,8.0,,60.0,0.9,,3.0,100.0,32.8,40.0,5.2,Routine,013M,55.48874,-62.67112,65.0,0.68,0.1,0.4,,134.6,0.6,0.02,0.43,0.24,190.4,6.2,10.3,0.11,11.35,6.52,3.44,1.5,0.82,1.5,9.06,0.1,,80.0,1.27,,0.02,92.4,2.1,0.44,0.07,71.0,3.64,0.007,1.28,83.95,10.2,0.031,2.66,,23.11,,1.9,3.0,0.54,,1.5,0.9,12.23,0.2,37.2,,1.16,0.02,2.2,0.018,0.1,0.5,6.4,15.0,0.2,32.33,3.05,99.5,0.4,84.0,12.0,7.0,8.0,60.0,0.9,100.0,40.0,5.2,65.0,0.68,134.6,0.6,0.43,0.24,190.4,6.2,10.3,0.11,11.35,6.52,3.44,1.5,0.82,1.5,9.06,80.0,1.27,0.02,92.4,2.1,0.44,0.07,71.0,3.64,0.007,1.28,83.95,10.2,0.031,2.66,23.11,1.9,0.54,1.5,0.9,12.23,37.2,1.16,2.2,0.018,0.1,0.5,6.4,15.0,32.33,3.05,99.5,0.4,POINT (-62.6702588 55.4888406)
731,732,013M781286,013M,55.4900282,-62.7216994,120.0,20.0,,8.0,8.0,,100.0,1.25,,6.0,185.0,37.6,40.0,7.3,Routine,013M,55.48992,-62.72256,160.0,1.26,,,,176.0,0.9,0.02,0.38,0.28,284.8,7.5,14.9,0.15,19.96,10.84,5.48,2.77,1.33,2.3,15.55,0.2,,60.0,1.94,,0.03,144.4,2.7,0.75,0.09,124.0,7.12,0.009,1.43,137.08,12.0,0.051,2.72,,38.21,,2.5,1.0,0.46,0.03,1.8,1.3,22.2,0.2,30.1,,2.01,,1.3,0.022,0.17,0.75,7.8,24.0,0.2,53.19,4.65,137.9,0.6,120.0,20.0,8.0,8.0,100.0,1.25,185.0,40.0,7.3,160.0,1.26,176.0,0.9,0.38,0.28,284.8,7.5,14.9,0.15,19.96,10.84,5.48,2.77,1.33,2.3,15.55,60.0,1.94,0.03,144.4,2.7,0.75,0.09,124.0,7.12,0.009,1.43,137.08,12.0,0.051,2.72,38.21,2.5,0.46,1.8,1.3,22.2,30.1,2.01,1.3,0.022,0.17,0.75,7.8,24.0,53.19,4.65,137.9,0.6,POINT (-62.7216994 55.4900282)
732,733,013M781287,013M,55.4913134,-62.8004751,110.0,12.0,,6.0,6.0,,55.0,1.1,,5.0,230.0,38.4,50.0,15.9,Routine,013M,55.49121,-62.80134,65.0,0.67,,1.8,,211.8,0.5,,0.62,0.26,138.8,4.6,13.1,0.19,10.63,4.54,2.66,1.2,0.96,1.6,6.32,,0.02,51.0,0.93,,0.04,72.6,3.1,0.36,0.1,65.0,5.19,0.029,1.17,60.61,7.9,0.041,2.69,,17.47,2.0,2.6,,0.71,,2.0,1.1,9.3,0.2,52.1,,0.92,,1.9,0.021,0.09,0.39,16.8,19.0,0.8,25.57,2.24,118.3,0.9,110.0,12.0,6.0,6.0,55.0,1.1,230.0,50.0,15.9,65.0,0.67,211.8,0.5,0.62,0.26,138.8,4.6,13.1,0.19,10.63,4.54,2.66,1.2,0.96,1.6,6.32,51.0,0.93,0.04,72.6,3.1,0.36,0.1,65.0,5.19,0.029,1.17,60.61,7.9,0.041,2.69,17.47,2.6,0.71,2.0,1.1,9.3,52.1,0.92,1.9,0.021,0.09,0.39,16.8,19.0,25.57,2.24,118.3,0.9,POINT (-62.8004751 55.4913134)
733,734,013M781288,013M,55.4867144,-62.8603478,96.0,12.0,,5.0,8.0,,190.0,1.9,,7.0,245.0,17.0,30.0,3.7,Routine,013M,55.48661,-62.86121,53.0,0.73,,,,120.3,0.7,,0.27,0.23,154.6,7.1,11.9,0.23,9.86,5.15,2.78,1.59,1.94,2.0,7.68,,0.02,39.0,0.98,,0.04,82.6,3.8,0.37,0.14,210.0,7.8,0.01,1.47,69.62,8.2,0.054,2.35,,20.2,2.0,3.7,1.0,0.27,0.02,2.2,0.7,10.61,0.2,14.7,,1.06,,4.0,0.035,0.22,0.4,3.8,22.0,0.1,27.16,2.43,101.0,1.0,96.0,12.0,5.0,8.0,190.0,1.9,245.0,30.0,3.7,53.0,0.73,120.3,0.7,0.27,0.23,154.6,7.1,11.9,0.23,9.86,5.15,2.78,1.59,1.94,2.0,7.68,39.0,0.98,0.04,82.6,3.8,0.37,0.14,210.0,7.8,0.01,1.47,69.62,8.2,0.054,2.35,20.2,3.7,0.27,2.2,0.7,10.61,14.7,1.06,4.0,0.035,0.22,0.4,3.8,22.0,27.16,2.43,101.0,1.0,POINT (-62.8603478 55.4867144)
734,735,013M781289,013M,55.5053316,-62.9061647,78.0,12.0,,4.0,4.0,,65.0,0.9,,6.0,140.0,38.4,50.0,2.8,Routine,013M,55.50523,-62.90702,75.0,0.58,0.1,0.6,,207.2,0.4,0.02,0.42,0.25,123.0,3.5,13.3,0.17,9.44,5.08,2.78,1.28,0.9,1.7,7.11,,,61.0,0.93,,0.03,67.2,2.3,0.39,0.1,85.0,6.34,0.011,1.21,59.25,7.9,0.042,2.66,,16.93,3.0,2.7,1.0,0.4,0.02,1.7,1.2,9.81,0.2,31.2,,0.9,,1.5,0.021,0.07,0.41,3.2,21.0,0.3,26.48,2.52,91.9,0.7,78.0,12.0,4.0,4.0,65.0,0.9,140.0,50.0,2.8,75.0,0.58,207.2,0.4,0.42,0.25,123.0,3.5,13.3,0.17,9.44,5.08,2.78,1.28,0.9,1.7,7.11,61.0,0.93,0.03,67.2,2.3,0.39,0.1,85.0,6.34,0.011,1.21,59.25,7.9,0.042,2.66,16.93,2.7,0.4,1.7,1.2,9.81,31.2,0.9,1.5,0.021,0.07,0.41,3.2,21.0,26.48,2.52,91.9,0.7,POINT (-62.9061647 55.5053316)
735,736,013M781290,013M,55.5040511,-62.9670098,98.0,20.0,,8.0,4.0,,10.0,0.5,,12.0,155.0,38.0,60.0,6.5,Routine,013M,55.50394,-62.96786,84.0,0.34,0.3,0.7,,123.1,,,0.47,0.21,155.2,2.4,7.8,0.1,18.3,5.06,2.31,1.56,0.4,0.9,7.4,0.1,,75.0,0.92,,0.02,90.3,1.4,0.32,0.04,18.0,11.77,0.009,0.65,76.9,9.6,0.025,1.7,,22.09,2.0,1.5,6.0,0.82,0.02,2.0,1.0,11.59,0.1,32.1,,0.97,,2.5,0.012,0.06,0.32,7.3,9.0,0.4,22.67,2.08,94.8,0.7,98.0,20.0,8.0,4.0,10.0,0.5,155.0,60.0,6.5,84.0,0.34,123.1,0.4857498011995672,0.47,0.21,155.2,2.4,7.8,0.1,18.3,5.06,2.31,1.56,0.4,0.9,7.4,75.0,0.92,0.02,90.3,1.4,0.32,0.04,18.0,11.77,0.009,0.65,76.9,9.6,0.025,1.7,22.09,1.5,0.82,2.0,1.0,11.59,32.1,0.97,2.5,0.012,0.06,0.32,7.3,9.0,22.67,2.08,94.8,0.7,POINT (-62.9670098 55.5040511)
736,737,013M781291,013M,55.4950925,-62.9677926,102.0,20.0,,10.0,4.0,,50.0,0.65,,6.0,225.0,38.2,60.0,5.4,First Field Duplicate,013M,55.49499,-62.96865,104.0,0.7,0.2,0.9,,213.5,0.5,,0.5,0.33,264.2,3.7,13.7,0.21,22.87,7.96,4.35,2.82,0.59,2.0,14.69,0.2,,90.0,1.51,,0.03,153.8,3.3,0.56,0.09,61.0,6.2,0.012,1.22,136.77,14.0,0.042,2.92,,37.42,,3.0,1.0,0.47,0.03,2.4,1.1,20.48,0.2,32.8,,1.56,,2.0,0.021,0.08,0.58,6.1,16.0,0.4,38.64,3.71,124.8,0.9,102.0,20.0,10.0,4.0,50.0,0.65,225.0,60.0,5.4,104.0,0.7,213.5,0.5,0.5,0.33,264.2,3.7,13.7,0.21,22.87,7.96,4.35,2.82,0.59,2.0,14.69,90.0,1.51,0.03,153.8,3.3,0.56,0.09,61.0,6.2,0.012,1.22,136.77,14.0,0.042,2.92,37.42,3.0,0.47,2.4,1.1,20.48,32.8,1.56,2.0,0.021,0.08,0.58,6.1,16.0,38.64,3.71,124.8,0.9,POINT (-62.9677926 55.4950925)
737,738,013M781293,013M,55.5071353,-63.0517453,76.0,12.0,4.0,4.0,4.0,,120.0,0.9,1.0,,230.0,12.2,40.0,3.7,Routine,013M,55.50703,-63.0526,45.0,0.59,0.7,0.6,,303.1,0.6,,0.36,0.23,138.5,3.6,14.1,0.29,9.05,5.16,2.71,1.43,0.87,2.5,7.47,,,54.0,0.96,,0.07,75.4,6.4,0.34,0.19,145.0,1.23,0.018,1.62,68.85,6.7,0.102,5.57,,18.94,,7.4,,0.14,0.03,2.1,0.8,10.2,0.4,15.3,,0.97,0.02,1.8,0.041,0.09,0.37,3.8,20.0,,25.93,2.36,79.4,0.9,76.0,12.0,4.0,4.0,120.0,0.9,230.0,40.0,3.7,45.0,0.59,303.1,0.6,0.36,0.23,138.5,3.6,14.1,0.29,9.05,5.16,2.71,1.43,0.87,2.5,7.47,54.0,0.96,0.07,75.4,6.4,0.34,0.19,145.0,1.23,0.018,1.62,68.85,6.7,0.102,5.57,18.94,7.4,0.14,2.1,0.8,10.2,15.3,0.97,1.8,0.041,0.09,0.37,3.8,20.0,25.93,2.36,79.4,0.9,POINT (-63.0517453 55.5071353)
738,739,013M781294,013M,55.5055329,-63.074684,132.0,24.0,2.0,8.0,3.0,,60.0,0.95,,,80.0,56.8,70.0,0.9,Routine,013M,55.50543,-63.07553,296.0,1.24,,1.2,,101.2,0.6,0.03,0.29,0.33,117.0,2.4,13.4,0.17,23.28,3.27,1.58,0.87,0.88,2.1,4.26,,,69.0,0.59,,0.03,68.4,1.7,0.22,0.07,60.0,1.29,0.008,0.94,44.23,12.5,0.129,3.43,,13.16,,2.2,,0.47,0.02,0.8,1.7,6.42,0.2,29.8,,0.62,,0.2,0.012,0.04,0.23,1.0,16.0,,17.09,1.52,146.0,0.1,132.0,24.0,8.0,3.0,60.0,0.95,80.0,70.0,0.9,296.0,1.24,101.2,0.6,0.29,0.33,117.0,2.4,13.4,0.17,23.28,3.27,1.58,0.87,0.88,2.1,4.26,69.0,0.59,0.03,68.4,1.7,0.22,0.07,60.0,1.29,0.008,0.94,44.23,12.5,0.129,3.43,13.16,2.2,0.47,0.8,1.7,6.42,29.8,0.62,0.2,0.012,0.04,0.23,1.0,16.0,17.09,1.52,146.0,0.1,POINT (-63.074684 55.5055329)
739,740,013M781295,013M,55.5101955,-63.1207069,150.0,32.0,,14.0,26.0,,120.0,16.5,,,360.0,35.6,70.0,0.9,Routine,013M,55.51009,-63.12155,230.0,1.87,,0.7,,274.1,0.6,,0.23,0.23,293.6,30.2,21.7,0.21,39.05,3.6,2.0,1.92,13.37,3.8,6.85,0.2,,77.0,0.73,,0.11,166.2,4.4,0.3,0.27,146.0,2.17,0.012,1.58,112.27,21.7,0.12,4.93,,34.57,2.0,7.1,1.0,0.33,0.02,3.5,1.4,12.35,0.2,54.8,,0.72,0.05,5.1,0.06,0.17,0.3,1.0,55.0,,20.43,1.85,155.3,0.5,150.0,32.0,14.0,26.0,120.0,16.5,360.0,70.0,0.9,230.0,1.87,274.1,0.6,0.23,0.23,293.6,30.2,21.7,0.21,39.05,3.6,2.0,1.92,13.37,3.8,6.85,77.0,0.73,0.11,166.2,4.4,0.3,0.27,146.0,2.17,0.012,1.58,112.27,21.7,0.12,4.93,34.57,7.1,0.33,3.5,1.4,12.35,54.8,0.72,5.1,0.06,0.17,0.3,1.0,55.0,20.43,1.85,155.3,0.5,POINT (-63.1207069 55.5101955)
740,741,013M781296,013M,55.5312455,-63.1481634,104.0,10.0,,6.0,4.0,,20.0,0.55,,5.0,135.0,34.0,60.0,1.8,Routine,013M,55.53114,-63.14901,89.0,0.4,,0.6,,42.1,0.4,,0.41,0.26,124.4,2.7,8.8,0.09,11.41,4.29,2.44,0.91,0.41,0.9,6.09,0.1,,69.0,0.81,,0.02,76.7,2.3,0.3,0.06,25.0,5.95,0.01,0.56,62.02,8.7,0.036,1.67,,18.83,,1.6,2.0,0.74,,0.9,1.2,9.54,0.1,31.7,,0.8,0.03,0.4,0.011,0.05,0.31,2.0,7.0,,20.71,1.94,111.3,0.1,104.0,10.0,6.0,4.0,20.0,0.55,135.0,60.0,1.8,89.0,0.4,42.1,0.4,0.41,0.26,124.4,2.7,8.8,0.09,11.41,4.29,2.44,0.91,0.41,0.9,6.09,69.0,0.81,0.02,76.7,2.3,0.3,0.06,25.0,5.95,0.01,0.56,62.02,8.7,0.036,1.67,18.83,1.6,0.74,0.9,1.2,9.54,31.7,0.8,0.4,0.011,0.05,0.31,2.0,7.0,20.71,1.94,111.3,0.1,POINT (-63.1481634 55.5312455)
741,742,013M781297,013M,55.5483084,-63.1413333,102.0,8.0,2.0,4.0,3.0,,80.0,0.8,,3.0,185.0,27.6,60.0,2.3,Routine,013M,55.5482,-63.14218,121.0,0.66,,0.9,,93.0,0.3,,0.3,0.27,157.9,2.4,7.2,0.1,10.15,4.32,2.23,0.81,0.68,1.9,6.66,0.1,,76.0,0.82,,0.02,84.5,2.2,0.29,0.06,91.0,4.37,0.011,0.74,71.97,6.5,0.08,2.12,,19.94,2.0,2.0,2.0,0.25,,0.7,1.1,10.16,0.2,23.2,,0.9,,0.3,0.012,0.06,0.34,2.1,14.0,0.3,20.2,1.84,118.7,,102.0,8.0,4.0,3.0,80.0,0.8,185.0,60.0,2.3,121.0,0.66,93.0,0.3,0.3,0.27,157.9,2.4,7.2,0.1,10.15,4.32,2.23,0.81,0.68,1.9,6.66,76.0,0.82,0.02,84.5,2.2,0.29,0.06,91.0,4.37,0.011,0.74,71.97,6.5,0.08,2.12,19.94,2.0,0.25,0.7,1.1,10.16,23.2,0.9,0.3,0.012,0.06,0.34,2.1,14.0,20.2,1.84,118.7,0.435049025874541,POINT (-63.1413333 55.5483084)
742,743,013M781298,013M,55.5595041,-63.182261,64.0,8.0,5.0,3.0,6.0,,120.0,1.5,,2.0,450.0,18.0,40.0,3.6,Routine,013M,55.5594,-63.18311,73.0,0.88,,0.5,,104.3,0.5,,0.37,0.26,281.9,5.2,13.1,0.3,10.52,9.09,4.15,1.45,1.43,4.2,13.64,0.2,0.02,49.0,1.66,0.03,0.05,141.7,9.4,0.54,0.2,141.0,3.64,0.018,2.84,122.77,6.4,0.107,5.56,,34.6,,5.1,,0.17,,2.7,0.8,18.86,0.5,17.7,,1.76,,3.8,0.053,0.1,0.62,3.5,21.0,0.3,37.58,3.6,80.6,1.1,64.0,8.0,3.0,6.0,120.0,1.5,450.0,40.0,3.6,73.0,0.88,104.3,0.5,0.37,0.26,281.9,5.2,13.1,0.3,10.52,9.09,4.15,1.45,1.43,4.2,13.64,49.0,1.66,0.05,141.7,9.4,0.54,0.2,141.0,3.64,0.018,2.84,122.77,6.4,0.107,5.56,34.6,5.1,0.17,2.7,0.8,18.86,17.7,1.76,3.8,0.053,0.1,0.62,3.5,21.0,37.58,3.6,80.6,1.1,POINT (-63.182261 55.5595041)
743,744,013M781299,013M,55.5828631,-63.1960755,152.0,18.0,4.0,5.0,8.0,,480.0,1.8,,3.0,630.0,20.0,90.0,4.1,Routine,013M,55.58276,-63.19692,253.0,1.57,,1.0,,183.2,0.9,0.03,0.43,0.53,308.0,6.6,18.9,0.53,20.75,10.95,5.56,2.08,1.59,5.5,15.84,0.2,,91.0,1.98,0.04,0.1,147.4,14.0,0.6,0.32,422.0,3.7,0.019,2.54,139.71,8.9,0.266,6.36,,37.97,,10.9,2.0,0.15,,2.5,1.6,22.2,0.6,19.8,,2.12,0.03,2.7,0.062,0.13,0.72,4.2,35.0,0.1,48.42,4.44,162.9,0.7,152.0,18.0,5.0,8.0,480.0,1.8,630.0,90.0,4.1,253.0,1.57,183.2,0.9,0.43,0.53,308.0,6.6,18.9,0.53,20.75,10.95,5.56,2.08,1.59,5.5,15.84,91.0,1.98,0.1,147.4,14.0,0.6,0.32,422.0,3.7,0.019,2.54,139.71,8.9,0.266,6.36,37.97,10.9,0.15,2.5,1.6,22.2,19.8,2.12,2.7,0.062,0.13,0.72,4.2,35.0,48.42,4.44,162.9,0.7,POINT (-63.1960755 55.5828631)
744,745,013M781300,013M,55.5823982,-63.2400938,74.0,14.0,2.0,8.0,10.0,,1500.0,4.2,1.0,7.0,570.0,2.0,30.0,1.9,Routine,013M,55.58229,-63.24094,105.0,1.23,0.5,,,147.0,0.7,0.05,0.54,0.14,187.9,12.5,28.8,0.78,16.8,6.34,3.02,1.37,4.22,5.1,7.49,0.2,0.04,41.0,1.06,0.03,0.25,90.0,11.8,0.42,0.47,1540.0,7.53,0.051,2.32,75.12,13.1,0.179,6.75,,21.03,3.0,20.7,,0.03,,4.8,0.3,11.61,0.7,22.2,,1.16,0.02,12.7,0.118,0.17,0.41,1.8,40.0,0.3,28.35,2.78,88.7,2.8,74.0,14.0,8.0,10.0,1500.0,4.2,570.0,30.0,1.9,105.0,1.23,147.0,0.7,0.54,0.14,187.9,12.5,28.8,0.78,16.8,6.34,3.02,1.37,4.22,5.1,7.49,41.0,1.06,0.25,90.0,11.8,0.42,0.47,1540.0,7.53,0.051,2.32,75.12,13.1,0.179,6.75,21.03,20.7,0.03,4.8,0.3,11.61,22.2,1.16,12.7,0.118,0.17,0.41,1.8,40.0,28.35,2.78,88.7,2.8,POINT (-63.2400938 55.5823982)
745,746,013M781302,013M,55.622504,-63.2805461,158.0,18.0,,8.0,17.0,,460.0,5.1,,47.0,240.0,31.0,60.0,6.8,Routine,013M,55.6224,-63.28139,221.0,1.4,0.2,0.8,,103.9,0.5,0.03,0.39,0.3,145.3,16.9,31.8,0.42,22.43,4.51,2.37,1.28,5.07,2.9,6.33,0.1,,71.0,0.85,,0.1,80.9,5.6,0.39,0.17,499.0,72.83,0.017,1.53,62.22,13.5,0.152,3.62,,17.89,2.0,7.5,2.0,0.47,0.02,2.9,1.7,9.42,0.2,32.8,,0.83,,3.2,0.036,0.2,0.35,7.7,53.0,2.1,22.14,2.25,178.9,0.4,158.0,18.0,8.0,17.0,460.0,5.1,240.0,60.0,6.8,221.0,1.4,103.9,0.5,0.39,0.3,145.3,16.9,31.8,0.42,22.43,4.51,2.37,1.28,5.07,2.9,6.33,71.0,0.85,0.1,80.9,5.6,0.39,0.17,499.0,72.83,0.017,1.53,62.22,13.5,0.152,3.62,17.89,7.5,0.47,2.9,1.7,9.42,32.8,0.83,3.2,0.036,0.2,0.35,7.7,53.0,22.14,2.25,178.9,0.4,POINT (-63.2805461 55.622504)
