,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
1548,1549,014D781147,014D,56.1676225,-63.7066095,100.0,32.0,2.0,11.0,6.0,,100.0,2.0,,8.0,200.0,23.6,50.0,39.4,Routine,014D,56.16751,-63.70746,117.0,1.06,0.4,0.9,,59.1,0.6,0.08,0.28,0.34,100.2,6.8,21.1,0.6,31.95,4.44,2.42,1.58,1.97,2.7,8.1,,,40.0,0.78,,0.07,75.4,6.6,0.27,0.22,117.0,9.85,0.013,1.3,67.83,14.3,0.048,4.79,,17.66,,6.8,,0.27,0.03,3.4,0.9,10.82,0.2,16.6,,0.95,,2.0,0.049,0.14,0.31,43.4,39.0,0.9,23.47,2.01,95.6,0.5,100.0,32.0,11.0,6.0,100.0,2.0,200.0,50.0,39.4,117.0,1.06,59.1,0.6,0.28,0.34,100.2,6.8,21.1,0.6,31.95,4.44,2.42,1.58,1.97,2.7,8.1,40.0,0.78,0.07,75.4,6.6,0.27,0.22,117.0,9.85,0.013,1.3,67.83,14.3,0.048,4.79,17.66,6.8,0.27,3.4,0.9,10.82,16.6,0.95,2.0,0.049,0.14,0.31,43.4,39.0,23.47,2.01,95.6,0.5,POINT (-63.7066095 56.1676225)
1549,1550,014D781148,014D,56.1796122,-63.6571177,72.0,28.0,2.0,13.0,8.0,0.2,100.0,1.7,,5.0,145.0,38.6,70.0,5.4,Routine,014D,56.1795,-63.65797,72.0,0.84,0.3,0.4,,53.9,0.7,0.05,0.36,0.23,99.6,8.5,16.9,0.55,28.1,3.39,1.6,1.01,1.67,2.2,4.71,,0.03,60.0,0.61,,0.07,62.0,6.8,0.2,0.2,100.0,6.2,0.017,1.46,48.39,17.6,0.044,3.34,,13.9,,6.8,2.0,0.75,0.03,2.6,1.2,7.4,0.3,22.0,,0.65,,3.2,0.054,0.12,0.22,5.5,32.0,0.7,16.61,1.29,67.5,1.1,72.0,28.0,13.0,8.0,100.0,1.7,145.0,70.0,5.4,72.0,0.84,53.9,0.7,0.36,0.23,99.6,8.5,16.9,0.55,28.1,3.39,1.6,1.01,1.67,2.2,4.71,60.0,0.61,0.07,62.0,6.8,0.2,0.2,100.0,6.2,0.017,1.46,48.39,17.6,0.044,3.34,13.9,6.8,0.75,2.6,1.2,7.4,22.0,0.65,3.2,0.054,0.12,0.22,5.5,32.0,16.61,1.29,67.5,1.1,POINT (-63.6571177 56.1796122)
1550,1551,014D781149,014D,56.181087,-63.6113438,52.0,18.0,,9.0,6.0,,70.0,0.7,,,90.0,23.8,60.0,2.6,Routine,014D,56.18098,-63.6122,63.0,0.85,0.3,0.5,,54.6,0.5,0.05,0.32,0.22,104.9,6.3,12.2,0.25,20.58,3.66,1.96,1.28,0.69,1.4,5.01,,0.02,92.0,0.68,,0.03,56.5,3.2,0.25,0.09,71.0,1.32,0.013,0.88,53.57,12.2,0.045,2.84,,14.2,,2.8,2.0,0.31,0.02,1.9,0.5,7.89,0.1,27.9,,0.74,,1.4,0.025,0.09,0.26,3.0,16.0,0.4,16.8,1.44,52.5,0.3,52.0,18.0,9.0,6.0,70.0,0.7,90.0,60.0,2.6,63.0,0.85,54.6,0.5,0.32,0.22,104.9,6.3,12.2,0.25,20.58,3.66,1.96,1.28,0.69,1.4,5.01,92.0,0.68,0.03,56.5,3.2,0.25,0.09,71.0,1.32,0.013,0.88,53.57,12.2,0.045,2.84,14.2,2.8,0.31,1.9,0.5,7.89,27.9,0.74,1.4,0.025,0.09,0.26,3.0,16.0,16.8,1.44,52.5,0.3,POINT (-63.6113438 56.181087)
1551,1552,014D781150,014D,56.1415858,-63.6210982,50.0,32.0,,10.0,4.0,,40.0,0.5,,4.0,65.0,45.8,70.0,4.4,Routine,014D,56.14148,-63.62195,186.0,1.12,0.2,,,36.1,0.2,0.04,0.38,0.31,129.0,4.9,13.6,0.16,41.99,4.39,2.32,1.42,0.57,1.7,5.92,,,86.0,0.75,,0.02,85.3,1.6,0.28,0.06,51.0,6.21,0.007,0.66,62.7,16.8,0.063,2.44,,18.45,,1.8,,0.43,0.03,1.1,1.2,8.0,0.1,23.1,,0.84,,0.2,0.014,0.07,0.3,4.6,20.0,0.4,21.72,1.9,59.4,0.1,50.0,32.0,10.0,4.0,40.0,0.5,65.0,70.0,4.4,186.0,1.12,36.1,0.2,0.38,0.31,129.0,4.9,13.6,0.16,41.99,4.39,2.32,1.42,0.57,1.7,5.92,86.0,0.75,0.02,85.3,1.6,0.28,0.06,51.0,6.21,0.007,0.66,62.7,16.8,0.063,2.44,18.45,1.8,0.43,1.1,1.2,8.0,23.1,0.84,0.2,0.014,0.07,0.3,4.6,20.0,21.72,1.9,59.4,0.1,POINT (-63.6210982 56.1415858)
1552,1553,014D781151,014D,56.1420776,-63.6495103,76.0,18.0,,8.0,2.0,,60.0,1.0,,5.0,110.0,22.8,50.0,4.1,Routine,014D,56.14197,-63.65036,117.0,1.11,0.3,0.3,,63.1,0.5,0.05,0.28,0.19,93.9,3.4,17.1,0.32,21.53,3.52,2.03,1.33,1.15,2.0,6.03,0.1,,60.0,0.72,,0.04,60.9,3.8,0.3,0.12,77.0,6.69,0.012,0.8,51.48,13.3,0.061,2.74,,14.37,,4.5,2.0,0.21,0.02,1.4,1.3,7.68,0.1,17.4,,0.75,,0.6,0.026,0.08,0.3,4.6,30.0,0.5,19.93,1.89,81.2,0.2,76.0,18.0,8.0,2.0,60.0,1.0,110.0,50.0,4.1,117.0,1.11,63.1,0.5,0.28,0.19,93.9,3.4,17.1,0.32,21.53,3.52,2.03,1.33,1.15,2.0,6.03,60.0,0.72,0.04,60.9,3.8,0.3,0.12,77.0,6.69,0.012,0.8,51.48,13.3,0.061,2.74,14.37,4.5,0.21,1.4,1.3,7.68,17.4,0.75,0.6,0.026,0.08,0.3,4.6,30.0,19.93,1.89,81.2,0.2,POINT (-63.6495103 56.1420776)
1553,1554,014D781152,014D,56.1381918,-63.6737912,86.0,20.0,4.0,10.0,8.0,,200.0,1.45,,4.0,300.0,11.8,40.0,4.9,First Field Duplicate,014D,56.13808,-63.67464,80.0,1.1,0.4,0.4,,80.6,0.6,0.09,0.3,0.33,103.6,7.3,21.8,0.73,20.57,2.92,1.65,1.03,1.38,3.5,4.7,,,59.0,0.57,,0.14,54.9,9.8,0.24,0.29,202.0,4.52,0.022,1.82,42.11,13.1,0.097,6.29,,12.14,,12.2,,0.12,0.02,2.8,0.7,6.62,0.3,14.0,,0.69,,2.8,0.079,0.18,0.22,4.7,36.0,0.5,15.8,1.28,80.1,0.7,86.0,20.0,10.0,8.0,200.0,1.45,300.0,40.0,4.9,80.0,1.1,80.6,0.6,0.3,0.33,103.6,7.3,21.8,0.73,20.57,2.92,1.65,1.03,1.38,3.5,4.7,59.0,0.57,0.14,54.9,9.8,0.24,0.29,202.0,4.52,0.022,1.82,42.11,13.1,0.097,6.29,12.14,12.2,0.12,2.8,0.7,6.62,14.0,0.69,2.8,0.079,0.18,0.22,4.7,36.0,15.8,1.28,80.1,0.7,POINT (-63.6737912 56.1381918)
1554,1555,014D781154,014D,56.1359327,-63.703471,58.0,16.0,2.0,8.0,6.0,,170.0,1.5,,4.0,335.0,4.8,30.0,3.3,Routine,014D,56.13582,-63.70432,35.0,1.0,0.7,0.5,,77.4,0.3,0.09,0.38,0.12,74.4,6.2,23.6,0.85,16.43,2.67,1.46,0.85,1.64,3.7,3.97,0.1,0.03,25.0,0.49,,0.18,40.2,10.9,0.17,0.34,173.0,4.95,0.028,1.75,33.67,11.9,0.072,4.53,,9.53,,15.1,,0.08,,3.0,0.3,5.11,0.4,15.5,,0.55,,4.0,0.091,0.13,0.19,2.8,34.0,0.7,13.77,1.22,64.0,0.9,58.0,16.0,8.0,6.0,170.0,1.5,335.0,30.0,3.3,35.0,1.0,77.4,0.3,0.38,0.12,74.4,6.2,23.6,0.85,16.43,2.67,1.46,0.85,1.64,3.7,3.97,25.0,0.49,0.18,40.2,10.9,0.17,0.34,173.0,4.95,0.028,1.75,33.67,11.9,0.072,4.53,9.53,15.1,0.08,3.0,0.3,5.11,15.5,0.55,4.0,0.091,0.13,0.19,2.8,34.0,13.77,1.22,64.0,0.9,POINT (-63.703471 56.1359327)
1555,1556,014D781155,014D,56.1281147,-63.7568189,66.0,20.0,2.0,9.0,8.0,,200.0,2.4,,12.0,370.0,10.2,40.0,5.7,Routine,014D,56.128,-63.75767,121.0,1.21,0.9,0.6,,83.2,0.7,0.13,0.34,0.17,77.7,10.1,25.7,0.88,21.94,3.16,1.51,1.0,2.85,3.7,4.97,0.1,,49.0,0.52,,0.14,44.6,11.5,0.19,0.32,226.0,14.45,0.024,1.48,38.36,13.6,0.108,5.23,,10.68,,12.5,2.0,0.21,,3.2,1.0,6.08,0.3,15.9,,0.66,,3.4,0.074,0.17,0.21,5.5,43.0,1.4,14.46,1.16,71.1,0.6,66.0,20.0,9.0,8.0,200.0,2.4,370.0,40.0,5.7,121.0,1.21,83.2,0.7,0.34,0.17,77.7,10.1,25.7,0.88,21.94,3.16,1.51,1.0,2.85,3.7,4.97,49.0,0.52,0.14,44.6,11.5,0.19,0.32,226.0,14.45,0.024,1.48,38.36,13.6,0.108,5.23,10.68,12.5,0.21,3.2,1.0,6.08,15.9,0.66,3.4,0.074,0.17,0.21,5.5,43.0,14.46,1.16,71.1,0.6,POINT (-63.7568189 56.1281147)
1556,1557,014D781156,014D,56.1102744,-63.7764568,54.0,12.0,2.0,6.0,5.0,,130.0,1.3,,3.0,250.0,7.0,40.0,3.7,Routine,014D,56.11016,-63.7773,33.0,0.93,0.6,0.7,,83.3,0.3,0.07,0.32,0.15,62.6,6.5,18.1,0.69,14.59,2.36,1.25,0.75,1.41,3.8,3.27,0.1,,23.0,0.43,,0.1,38.7,16.0,0.15,0.3,153.0,3.34,0.023,1.86,30.93,9.8,0.07,5.09,,8.61,,9.2,,0.06,,2.4,0.3,4.58,0.3,17.0,,0.45,0.02,3.8,0.08,0.1,0.15,3.4,26.0,0.3,11.29,0.96,58.0,0.9,54.0,12.0,6.0,5.0,130.0,1.3,250.0,40.0,3.7,33.0,0.93,83.3,0.3,0.32,0.15,62.6,6.5,18.1,0.69,14.59,2.36,1.25,0.75,1.41,3.8,3.27,23.0,0.43,0.1,38.7,16.0,0.15,0.3,153.0,3.34,0.023,1.86,30.93,9.8,0.07,5.09,8.61,9.2,0.06,2.4,0.3,4.58,17.0,0.45,3.8,0.08,0.1,0.15,3.4,26.0,11.29,0.96,58.0,0.9,POINT (-63.7764568 56.1102744)
1557,1558,014D781157,014D,56.1021707,-63.7091423,108.0,26.0,2.0,8.0,6.0,,155.0,2.4,,11.0,230.0,27.8,100.0,4.4,Routine,014D,56.10206,-63.70999,257.0,1.97,0.2,,,101.9,0.7,0.07,0.33,0.47,192.0,8.3,18.8,0.43,28.09,7.42,4.03,2.08,2.4,2.7,9.78,0.1,0.02,121.0,1.32,0.02,0.06,101.3,6.3,0.55,0.13,172.0,13.23,0.013,1.41,84.82,11.4,0.134,3.87,,24.89,,5.8,,0.21,0.02,2.4,1.3,13.41,0.2,23.6,,1.46,0.04,1.3,0.034,0.13,0.55,4.4,33.0,0.5,35.57,3.13,114.3,0.2,108.0,26.0,8.0,6.0,155.0,2.4,230.0,100.0,4.4,257.0,1.97,101.9,0.7,0.33,0.47,192.0,8.3,18.8,0.43,28.09,7.42,4.03,2.08,2.4,2.7,9.78,121.0,1.32,0.06,101.3,6.3,0.55,0.13,172.0,13.23,0.013,1.41,84.82,11.4,0.134,3.87,24.89,5.8,0.21,2.4,1.3,13.41,23.6,1.46,1.3,0.034,0.13,0.55,4.4,33.0,35.57,3.13,114.3,0.2,POINT (-63.7091423 56.1021707)
1558,1559,014D781158,014D,56.0977595,-63.6571244,108.0,16.0,,4.0,3.0,,150.0,1.0,,8.0,140.0,16.6,60.0,4.6,Routine,014D,56.09765,-63.65797,176.0,1.29,0.5,0.7,,77.3,1.4,0.04,0.3,0.53,192.3,4.2,13.6,0.25,18.57,6.55,3.49,1.98,1.0,2.1,8.96,,0.02,64.0,1.21,,0.04,103.8,4.7,0.46,0.1,185.0,10.72,0.014,0.71,81.39,6.6,0.161,3.01,,24.15,2.0,3.6,,0.17,,1.4,1.0,12.0,0.2,20.3,,1.29,0.06,0.5,0.021,0.07,0.5,5.2,24.0,1.2,32.16,3.11,121.6,,108.0,16.0,4.0,3.0,150.0,1.0,140.0,60.0,4.6,176.0,1.29,77.3,1.4,0.3,0.53,192.3,4.2,13.6,0.25,18.57,6.55,3.49,1.98,1.0,2.1,8.96,64.0,1.21,0.04,103.8,4.7,0.46,0.1,185.0,10.72,0.014,0.71,81.39,6.6,0.161,3.01,24.15,3.6,0.17,1.4,1.0,12.0,20.3,1.29,0.5,0.021,0.07,0.5,5.2,24.0,32.16,3.11,121.6,0.40346814110355955,POINT (-63.6571244 56.0977595)
1559,1560,014D781159,014D,56.1020095,-63.5951751,90.0,38.0,2.0,6.0,6.0,0.2,130.0,2.1,,6.0,95.0,27.0,90.0,5.4,Routine,014D,56.1019,-63.59602,227.0,2.1,0.3,0.9,,78.4,1.3,0.04,0.23,0.47,344.8,7.1,12.3,0.22,41.59,10.83,5.76,3.07,2.08,2.7,14.96,0.2,0.03,102.0,2.08,,0.03,179.9,3.1,0.69,0.06,144.0,7.24,0.006,1.21,136.31,9.8,0.179,4.25,,39.48,,3.4,2.0,0.23,,2.2,1.2,19.82,0.1,17.6,,2.15,0.02,1.3,0.027,0.12,0.87,5.2,24.0,0.2,50.95,4.71,93.1,0.2,90.0,38.0,6.0,6.0,130.0,2.1,95.0,90.0,5.4,227.0,2.1,78.4,1.3,0.23,0.47,344.8,7.1,12.3,0.22,41.59,10.83,5.76,3.07,2.08,2.7,14.96,102.0,2.08,0.03,179.9,3.1,0.69,0.06,144.0,7.24,0.006,1.21,136.31,9.8,0.179,4.25,39.48,3.4,0.23,2.2,1.2,19.82,17.6,2.15,1.3,0.027,0.12,0.87,5.2,24.0,50.95,4.71,93.1,0.2,POINT (-63.5951751 56.1020095)
1560,1561,014D781160,014D,56.0762137,-63.5951966,150.0,44.0,2.0,6.0,24.0,0.7,870.0,9.8,,30.0,240.0,29.2,180.0,9.5,Routine,014D,56.0761,-63.59604,706.0,3.53,1.4,0.3,,100.7,2.1,0.09,0.33,0.64,427.4,30.9,20.3,0.39,49.74,15.72,8.87,4.51,10.34,5.0,21.16,0.3,0.04,240.0,3.03,0.03,0.05,247.6,6.0,1.15,0.11,1102.0,43.14,0.009,2.14,172.78,12.0,0.398,7.59,,49.83,,5.1,1.0,0.2,0.02,4.4,3.5,26.27,0.4,21.9,,3.13,,5.7,0.051,0.41,1.25,10.5,39.0,0.7,74.87,7.51,162.8,0.4,150.0,44.0,6.0,24.0,870.0,9.8,240.0,180.0,9.5,706.0,3.53,100.7,2.1,0.33,0.64,427.4,30.9,20.3,0.39,49.74,15.72,8.87,4.51,10.34,5.0,21.16,240.0,3.03,0.05,247.6,6.0,1.15,0.11,1102.0,43.14,0.009,2.14,172.78,12.0,0.398,7.59,49.83,5.1,0.2,4.4,3.5,26.27,21.9,3.13,5.7,0.051,0.41,1.25,10.5,39.0,74.87,7.51,162.8,0.4,POINT (-63.5951966 56.0762137)
1561,1562,014D781162,014D,56.0717848,-63.5684313,192.0,28.0,2.0,9.0,30.0,0.5,4600.0,7.5,,50.0,215.0,23.4,160.0,6.4,Routine,014D,56.07167,-63.56928,542.0,2.39,0.5,0.6,,278.1,1.2,0.08,0.35,0.65,291.5,33.9,22.6,0.45,30.02,10.2,5.4,2.63,8.01,4.3,12.05,0.3,0.03,154.0,1.81,0.02,0.07,170.4,7.8,0.65,0.13,5222.0,55.44,0.019,1.07,115.77,14.4,0.311,6.21,,35.21,,7.0,,0.18,,3.7,2.5,17.04,0.3,22.3,,1.96,,4.9,0.048,0.39,0.71,7.2,38.0,1.2,49.09,4.27,197.3,0.3,192.0,28.0,9.0,30.0,4600.0,7.5,215.0,160.0,6.4,542.0,2.39,278.1,1.2,0.35,0.65,291.5,33.9,22.6,0.45,30.02,10.2,5.4,2.63,8.01,4.3,12.05,154.0,1.81,0.07,170.4,7.8,0.65,0.13,5222.0,55.44,0.019,1.07,115.77,14.4,0.311,6.21,35.21,7.0,0.18,3.7,2.5,17.04,22.3,1.96,4.9,0.048,0.39,0.71,7.2,38.0,49.09,4.27,197.3,0.3,POINT (-63.5684313 56.0717848)
1562,1563,014D781163,014D,56.0663766,-63.5403575,142.0,46.0,2.0,6.0,22.0,0.4,1800.0,6.3,,11.0,210.0,24.2,130.0,7.0,First Field Duplicate,014D,56.06627,-63.5412,478.0,3.23,1.2,1.0,,73.0,1.2,0.09,0.25,0.53,435.0,25.2,20.3,0.4,49.0,13.83,7.57,3.81,6.93,4.9,17.35,0.2,0.03,143.0,2.66,0.02,0.05,215.3,4.8,0.92,0.1,2116.0,13.03,0.01,1.35,149.4,9.5,0.377,6.34,,42.57,,4.4,,0.18,0.02,4.2,2.9,22.72,0.3,16.4,,2.8,,5.6,0.044,0.32,1.11,7.2,35.0,0.4,70.18,6.59,145.3,0.4,142.0,46.0,6.0,22.0,1800.0,6.3,210.0,130.0,7.0,478.0,3.23,73.0,1.2,0.25,0.53,435.0,25.2,20.3,0.4,49.0,13.83,7.57,3.81,6.93,4.9,17.35,143.0,2.66,0.05,215.3,4.8,0.92,0.1,2116.0,13.03,0.01,1.35,149.4,9.5,0.377,6.34,42.57,4.4,0.18,4.2,2.9,22.72,16.4,2.8,5.6,0.044,0.32,1.11,7.2,35.0,70.18,6.59,145.3,0.4,POINT (-63.5403575 56.0663766)
1563,1564,014D781165,014D,56.0784448,-63.4883915,124.0,52.0,3.0,10.0,10.0,0.2,300.0,2.6,,10.0,390.0,29.2,130.0,8.1,Routine,014D,56.07833,-63.48924,344.0,2.47,0.4,1.1,,103.4,0.8,0.09,0.58,0.41,349.7,11.7,21.4,0.59,57.42,10.79,5.28,3.29,2.71,4.2,15.25,0.2,0.02,167.0,1.83,0.03,0.08,183.4,7.5,0.68,0.19,287.0,13.52,0.019,2.85,142.83,13.8,0.265,6.86,,43.56,,7.8,3.0,0.18,,3.8,1.7,19.67,0.4,37.2,,2.23,0.03,3.9,0.059,0.33,0.74,9.3,47.0,0.8,46.56,4.31,135.7,0.7,124.0,52.0,10.0,10.0,300.0,2.6,390.0,130.0,8.1,344.0,2.47,103.4,0.8,0.58,0.41,349.7,11.7,21.4,0.59,57.42,10.79,5.28,3.29,2.71,4.2,15.25,167.0,1.83,0.08,183.4,7.5,0.68,0.19,287.0,13.52,0.019,2.85,142.83,13.8,0.265,6.86,43.56,7.8,0.18,3.8,1.7,19.67,37.2,2.23,3.9,0.059,0.33,0.74,9.3,47.0,46.56,4.31,135.7,0.7,POINT (-63.4883915 56.0784448)
1564,1565,014D781166,014D,56.0735828,-63.4510291,112.0,30.0,,10.0,6.0,,220.0,3.0,,8.0,210.0,25.2,70.0,4.3,Routine,014D,56.07347,-63.45188,199.0,1.62,0.5,0.2,,63.6,0.9,0.05,0.3,0.34,173.8,8.0,17.2,0.26,31.14,6.12,3.43,1.65,3.05,2.7,8.57,0.1,,77.0,1.15,,0.04,97.6,3.8,0.52,0.12,221.0,8.92,0.013,0.96,83.36,13.2,0.117,3.23,,22.92,,4.1,,0.25,,3.0,1.2,11.7,0.2,17.2,,1.23,,1.2,0.026,0.08,0.5,3.9,31.0,0.2,32.73,3.12,116.0,0.1,112.0,30.0,10.0,6.0,220.0,3.0,210.0,70.0,4.3,199.0,1.62,63.6,0.9,0.3,0.34,173.8,8.0,17.2,0.26,31.14,6.12,3.43,1.65,3.05,2.7,8.57,77.0,1.15,0.04,97.6,3.8,0.52,0.12,221.0,8.92,0.013,0.96,83.36,13.2,0.117,3.23,22.92,4.1,0.25,3.0,1.2,11.7,17.2,1.23,1.2,0.026,0.08,0.5,3.9,31.0,32.73,3.12,116.0,0.1,POINT (-63.4510291 56.0735828)
1565,1566,014D781167,014D,56.0697886,-63.3885496,110.0,28.0,2.0,8.0,22.0,,1200.0,3.8,,28.0,250.0,11.6,90.0,4.1,Routine,014D,56.06968,-63.3894,164.0,1.58,1.2,0.9,,98.7,0.9,0.07,0.33,0.39,306.6,22.3,15.4,0.47,29.67,8.04,4.76,2.22,3.74,3.6,11.21,0.1,0.03,79.0,1.58,0.02,0.07,117.4,9.2,0.61,0.17,1308.0,28.06,0.02,1.03,91.09,11.4,0.233,5.23,,26.61,,7.0,,0.19,,3.8,1.2,14.02,0.4,17.7,,1.68,0.04,3.2,0.047,0.21,0.62,4.1,26.0,0.9,43.01,3.92,108.6,0.2,110.0,28.0,8.0,22.0,1200.0,3.8,250.0,90.0,4.1,164.0,1.58,98.7,0.9,0.33,0.39,306.6,22.3,15.4,0.47,29.67,8.04,4.76,2.22,3.74,3.6,11.21,79.0,1.58,0.07,117.4,9.2,0.61,0.17,1308.0,28.06,0.02,1.03,91.09,11.4,0.233,5.23,26.61,7.0,0.19,3.8,1.2,14.02,17.7,1.68,3.2,0.047,0.21,0.62,4.1,26.0,43.01,3.92,108.6,0.2,POINT (-63.3885496 56.0697886)
1566,1567,014D781168,014D,56.0861571,-63.317141,36.0,10.0,2.0,5.0,4.0,,120.0,1.1,,2.0,430.0,1.2,30.0,2.2,Routine,014D,56.08605,-63.31799,44.0,0.75,0.5,1.3,,72.3,0.4,0.06,0.49,0.06,106.3,4.8,16.4,0.5,13.23,4.27,2.29,1.07,1.35,3.8,6.21,0.1,0.04,20.0,0.8,0.02,0.13,57.1,8.4,0.26,0.29,147.0,1.07,0.042,1.72,47.59,8.9,0.12,4.59,,13.64,,12.1,,0.03,,3.6,0.2,7.23,0.5,17.7,,0.86,,8.7,0.097,0.09,0.31,1.9,28.0,0.3,20.6,1.82,47.8,1.7,36.0,10.0,5.0,4.0,120.0,1.1,430.0,30.0,2.2,44.0,0.75,72.3,0.4,0.49,0.06,106.3,4.8,16.4,0.5,13.23,4.27,2.29,1.07,1.35,3.8,6.21,20.0,0.8,0.13,57.1,8.4,0.26,0.29,147.0,1.07,0.042,1.72,47.59,8.9,0.12,4.59,13.64,12.1,0.03,3.6,0.2,7.23,17.7,0.86,8.7,0.097,0.09,0.31,1.9,28.0,20.6,1.82,47.8,1.7,POINT (-63.317141 56.0861571)
1567,1568,014D781169,014D,56.0794561,-63.263086,124.0,18.0,4.0,10.0,8.0,0.2,170.0,1.9,,5.0,390.0,14.6,50.0,4.3,Routine,014D,56.07934,-63.26394,67.0,1.46,0.4,,,80.8,1.3,0.06,0.37,0.37,201.6,9.6,21.7,0.63,21.78,7.39,4.11,2.23,2.04,5.1,10.43,0.2,0.03,61.0,1.41,0.03,0.1,115.0,14.9,0.57,0.32,206.0,5.67,0.024,1.92,97.63,14.4,0.111,7.29,,28.56,,10.3,,0.15,0.03,5.2,0.7,15.17,0.5,17.5,,1.64,,4.7,0.083,0.16,0.57,4.3,36.0,0.3,36.71,3.42,139.1,1.0,124.0,18.0,10.0,8.0,170.0,1.9,390.0,50.0,4.3,67.0,1.46,80.8,1.3,0.37,0.37,201.6,9.6,21.7,0.63,21.78,7.39,4.11,2.23,2.04,5.1,10.43,61.0,1.41,0.1,115.0,14.9,0.57,0.32,206.0,5.67,0.024,1.92,97.63,14.4,0.111,7.29,28.56,10.3,0.15,5.2,0.7,15.17,17.5,1.64,4.7,0.083,0.16,0.57,4.3,36.0,36.71,3.42,139.1,1.0,POINT (-63.263086 56.0794561)
1568,1569,014D781170,014D,56.0880109,-63.2004866,82.0,18.0,2.0,12.0,8.0,,140.0,1.5,,2.0,350.0,13.2,50.0,4.5,Routine,014D,56.0879,-63.20134,46.0,1.11,0.5,0.5,,100.0,0.5,0.04,0.48,0.14,109.1,8.2,26.6,0.72,18.21,3.78,1.82,1.1,1.56,4.1,4.93,0.1,0.05,34.0,0.64,0.03,0.15,69.4,16.6,0.23,0.35,153.0,2.51,0.032,2.11,51.68,15.2,0.064,4.43,,15.8,,14.4,,0.27,,4.1,0.7,7.9,0.5,21.3,,0.78,,7.3,0.1,0.15,0.26,4.6,34.0,0.7,18.07,1.61,75.4,1.4,82.0,18.0,12.0,8.0,140.0,1.5,350.0,50.0,4.5,46.0,1.11,100.0,0.5,0.48,0.14,109.1,8.2,26.6,0.72,18.21,3.78,1.82,1.1,1.56,4.1,4.93,34.0,0.64,0.15,69.4,16.6,0.23,0.35,153.0,2.51,0.032,2.11,51.68,15.2,0.064,4.43,15.8,14.4,0.27,4.1,0.7,7.9,21.3,0.78,7.3,0.1,0.15,0.26,4.6,34.0,18.07,1.61,75.4,1.4,POINT (-63.2004866 56.0880109)
1569,1570,014D781171,014D,56.0807224,-63.1442299,98.0,28.0,5.0,14.0,9.0,,250.0,2.4,,5.0,460.0,19.2,60.0,5.1,Routine,014D,56.08061,-63.14508,73.0,1.45,0.6,1.1,,80.2,0.5,0.07,0.42,0.31,149.4,9.8,26.3,0.7,31.03,4.93,2.47,1.37,2.35,5.8,7.02,0.2,0.05,55.0,0.93,0.02,0.12,78.4,19.4,0.34,0.44,263.0,5.26,0.04,2.74,65.55,17.8,0.117,8.11,,18.77,,11.7,2.0,0.12,0.02,4.1,0.9,9.5,0.5,19.2,,1.06,,5.9,0.11,0.16,0.34,5.4,50.0,1.0,23.64,2.36,100.6,1.9,98.0,28.0,14.0,9.0,250.0,2.4,460.0,60.0,5.1,73.0,1.45,80.2,0.5,0.42,0.31,149.4,9.8,26.3,0.7,31.03,4.93,2.47,1.37,2.35,5.8,7.02,55.0,0.93,0.12,78.4,19.4,0.34,0.44,263.0,5.26,0.04,2.74,65.55,17.8,0.117,8.11,18.77,11.7,0.12,4.1,0.9,9.5,19.2,1.06,5.9,0.11,0.16,0.34,5.4,50.0,23.64,2.36,100.6,1.9,POINT (-63.1442299 56.0807224)
