,Unnamed: 0.1,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry,CLR(Imputed New Ag),CLR(Imputed New Al),CLR(Imputed New Ba),CLR(Imputed New Be),CLR(Imputed New Ca),CLR(Imputed New Cd),CLR(Imputed New Ce),CLR(Imputed New Co),CLR(Imputed New Cr),CLR(Imputed New Cs),CLR(Imputed New Cu),CLR(Imputed New Dy),CLR(Imputed New Er),CLR(Imputed New Eu),CLR(Imputed New Fe),CLR(Imputed New Ga),CLR(Imputed New Gd),CLR(Imputed New Hg),CLR(Imputed New Ho),CLR(Imputed New K),CLR(Imputed New La),CLR(Imputed New Li),CLR(Imputed New Lu),CLR(Imputed New Mg),CLR(Imputed New Mn),CLR(Imputed New Mo),CLR(Imputed New Na),CLR(Imputed New Nb),CLR(Imputed New Nd),CLR(Imputed New Ni),CLR(Imputed New P),CLR(Imputed New Pb),CLR(Imputed New Pr),CLR(Imputed New Rb),CLR(Imputed New S),CLR(Imputed New Sc),CLR(Imputed New Se),CLR(Imputed New Sm),CLR(Imputed New Sr),CLR(Imputed New Tb),CLR(Imputed New Th),CLR(Imputed New Ti),CLR(Imputed New Tl),CLR(Imputed New Tm),CLR(Imputed New U),CLR(Imputed New V),CLR(Imputed New Y),CLR(Imputed New Yb),CLR(Imputed New Zn),CLR(Imputed New Zr)
2430,2430,2431,023I781012,023I,54.6988124,-65.6455842,144.0,30.0,6.0,28.0,12.0,,370.0,5.0,7.0,3.0,370.0,29.2,140.0,2.7,Routine,023I,54.6987,-65.64636,152.0,1.33,21.6,1.7,,67.2,0.5,0.12,0.38,0.79,39.1,14.0,36.3,0.74,31.77,1.79,0.97,0.64,4.51,3.4,3.06,,0.1,128.0,0.33,,0.1,20.4,11.9,0.14,0.51,381.0,3.87,0.005,0.86,18.46,37.7,0.102,11.51,,4.99,,8.2,5.0,0.85,0.26,2.9,0.6,3.01,,12.3,,0.35,0.03,3.0,0.032,0.14,0.13,2.2,37.0,,9.11,0.7,145.1,5.6,144.0,30.0,28.0,12.0,370.0,5.0,370.0,140.0,2.7,152.0,13300.0,67.2,0.5,3800.0,0.79,39.1,14.0,36.3,0.74,31.77,1.79,0.97,0.64,45100.0,3.4,3.06,128.0,0.33,1000.0,20.4,11.9,0.14,5100.0,381.0,3.87,50.0,0.86,18.46,37.7,1019.9999999999999,11.51,4.99,8.2,8500.0,2.9,0.6,3.01,12.3,0.35,3.0,320.0,0.14,0.13,2.2,37.0,9.11,0.7,145.1,5.6,POINT (-65.6455842 54.6988124),2.3511824837179818,6.822821277081551,1.5349752104008092,-3.36584521768824,5.570058308586183,-2.9084203706493645,0.9934244298630256,-0.03364070751303597,0.9191197041425103,-2.9738031299122163,0.7858244111531302,-2.090482417275631,-2.703157244613003,-3.118985139756714,8.043939488362476,-1.448922605506179,-1.5542831211640054,2.1793322267913227,-3.781360661649906,4.235057241853842,0.34283686372187605,-0.19615963701081085,-4.638810893501128,5.864297781584122,3.270101337998406,-1.3194435300866043,1.2393249682998515,-2.8235209268628783,0.24290819194641158,0.9569620573256704,4.254859869150022,-0.22948181439450335,-1.0652621273648673,-0.5685638828580872,6.375123405350113,-1.6079873001358664,-3.1835236608942856,-1.5707579583675104,-0.16309877474992274,-3.7225201616269725,-1.574085748460185,3.0956229586654778,-4.638810893501128,-4.712918865654849,-1.8842406767640245,0.9382198755159298,-0.46332532585642766,-3.029372981067027,2.3047251227618473,-0.9499314393871912
2431,2431,2432,023I781013,023I,54.7011306,-65.5923985,108.0,32.0,4.0,26.0,7.0,,330.0,2.7,2.0,,310.0,36.8,130.0,2.4,Routine,023I,54.70102,-65.59318,158.0,1.24,7.6,1.0,,64.2,0.4,0.07,0.31,0.68,37.1,9.0,39.2,0.62,33.28,1.86,0.83,0.64,2.46,3.3,2.53,,0.02,166.0,0.3,,0.1,19.3,10.8,0.11,0.49,320.0,1.3,0.006,0.71,17.51,37.9,0.083,7.16,,4.9,,7.6,,0.27,0.16,2.1,0.6,3.08,,14.9,,0.32,0.04,1.0,0.029,0.09,0.12,2.0,29.0,,8.96,0.73,115.4,2.0,108.0,32.0,26.0,7.0,330.0,2.7,310.0,130.0,2.4,158.0,12400.0,64.2,0.4,3100.0,0.68,37.1,9.0,39.2,0.62,33.28,1.86,0.83,0.64,24600.0,3.3,2.53,166.0,0.3,1000.0,19.3,10.8,0.11,4900.0,320.0,1.3,60.0,0.71,17.51,37.9,830.0,7.16,4.9,7.6,2700.0,2.1,0.6,3.08,14.9,0.32,1.0,290.0,0.09,0.12,2.0,29.0,8.96,0.73,115.4,2.0,POINT (-65.5923985 54.7011306),2.5728406998846745,6.935697418450836,1.672248877553623,-3.4060450650164475,5.549403057330945,-2.875416813954277,1.123862636471097,-0.292529755806073,1.1789224136541245,-2.967790134085292,1.0152022828107155,-1.8691778454171826,-2.676083911333786,-2.936041435770712,7.620747388778161,-1.295831864669858,-1.5615350304028637,2.6222334552142508,-3.6937271374682283,4.418000945839845,0.4703507627685474,-0.11020819901211838,-4.697029246332013,6.007236150956426,3.2785666626514796,-2.2273900686748016,1.6045902290798082,-2.8322446420890683,0.3730178131554681,1.1451967789460882,4.231671367648351,-0.5212443521697383,-0.9005191280257114,-0.4616060858500071,5.411252718850128,-1.747816988412915,-3.000579956908283,-1.3648247361568093,0.21160687980912107,-3.6291886163306573,-2.4897543331422924,3.180126589838227,-4.897699941794165,-4.610017869342384,-1.796607152582347,0.8775414968441816,-0.29698410615545323,-2.804465077981993,2.258650020931707,-1.796607152582347
2432,2432,2433,023I781014,023I,54.7221064,-65.6011308,128.0,30.0,6.0,29.0,11.0,,255.0,2.8,2.0,2.0,445.0,21.4,120.0,2.8,Routine,023I,54.72199,-65.60191,131.0,1.35,4.5,1.9,,61.8,0.5,0.08,0.32,0.6,43.0,11.7,32.3,0.77,30.41,2.1,1.07,0.77,2.58,3.2,2.87,,0.09,129.0,0.39,,0.1,23.4,14.0,0.13,0.5,241.0,1.61,0.005,0.84,20.33,37.8,0.039,7.6,,5.67,,7.9,4.0,0.36,0.18,2.4,0.5,3.47,,14.9,,0.37,0.03,2.6,0.027,0.09,0.15,2.0,30.0,,9.71,0.8,136.3,5.6,128.0,30.0,29.0,11.0,255.0,2.8,445.0,120.0,2.8,131.0,13500.0,61.8,0.5,3200.0,0.6,43.0,11.7,32.3,0.77,30.41,2.1,1.07,0.77,25800.0,3.2,2.87,129.0,0.39,1000.0,23.4,14.0,0.13,5000.0,241.0,1.61,50.0,0.84,20.33,37.8,390.0,7.6,5.67,7.9,3600.0,2.4,0.5,3.47,14.9,0.37,2.6,270.0,0.09,0.15,2.0,30.0,9.71,0.8,136.3,5.6,POINT (-65.6011308 54.7221064),2.300459940414038,6.935707581639407,1.5491659816765313,-3.2678845633470592,5.496168706000704,-3.085563006553105,1.1864627329064485,-0.1151485409834035,0.9003298474414969,-2.8361021469215215,0.8400341189021594,-1.8328000380577365,-2.507078734313299,-2.8361021469215215,7.583392388122595,-1.411586572981433,-1.520425353015584,2.285075021574558,-3.516345922645559,4.333017896195023,0.5779986395765419,0.06431994682814475,-4.6149582113136685,5.9424558086291235,2.9100595507035414,-2.098503203790742,1.3372856226410323,-2.749090769931892,0.43736024485314134,1.057571719838428,3.3914093563365784,-0.5465891354948285,-0.8395482650474532,-0.507874623314138,5.613951741657088,-1.699268645433214,-3.2678845633470592,-1.330582788828346,0.12662383016429962,-3.568989656130981,-1.6192259377596774,3.023684576211261,-4.982682991438986,-4.471857367672995,-1.8815902022271684,0.8264599988750415,-0.30158110048388015,-2.7978809341013235,2.3401209559153733,-0.8519707850460103
2433,2433,2434,023I781015,023I,54.7189762,-65.5658022,108.0,24.0,4.0,22.0,8.0,,230.0,3.4,4.0,2.0,340.0,33.6,110.0,2.9,Routine,023I,54.71886,-65.56658,128.0,1.12,13.9,0.5,,32.9,0.4,0.08,0.31,0.78,35.8,9.0,29.4,0.68,26.45,1.47,0.89,0.56,3.28,3.1,2.5,,0.05,144.0,0.27,,0.07,19.0,10.5,0.12,0.42,235.0,2.35,0.005,0.85,16.79,34.5,0.083,6.86,,4.51,,6.1,,0.26,0.2,2.1,0.7,2.53,,16.1,,0.31,0.03,1.7,0.025,0.08,0.11,2.2,30.0,,8.4,0.67,120.8,3.5,108.0,24.0,22.0,8.0,230.0,3.4,340.0,110.0,2.9,128.0,11200.000000000002,32.9,0.4,3100.0,0.78,35.8,9.0,29.4,0.68,26.45,1.47,0.89,0.56,32800.0,3.1,2.5,144.0,0.27,700.0000000000001,19.0,10.5,0.12,4200.0,235.0,2.35,50.0,0.85,16.79,34.5,830.0,6.86,4.51,6.1,2600.0,2.1,0.7,2.53,16.1,0.31,1.7,250.0,0.08,0.11,2.2,30.0,8.4,0.67,120.8,3.5,POINT (-65.5658022 54.7189762),2.393853846075245,6.8654926394388145,1.0352962399269543,-3.374467149718527,5.580980972628866,-2.7066377771428716,1.1197714755622825,-0.26095184050815257,0.922818256500264,-2.8438388986563568,0.8170797404599364,-2.0729140170537272,-2.5747102341003236,-3.037994913097314,7.940007376527863,-1.3267743063532713,-1.5418856859702168,2.511636881731629,-3.767509737828134,4.092903917199033,0.48626256132206847,-0.10680116068089429,-4.578439954044463,5.884663386427087,3.001409096299787,-1.6037610896883043,1.453846587583774,-2.620695347342147,0.36260705324507747,1.0827829061929422,4.263249282946272,-0.5324689761065781,-0.9518792643297851,-0.6498876466651065,5.405090306165201,-1.7162390731149946,-2.8148513617831044,-1.5299571151049431,0.32064285414604543,-3.629359399347317,-1.9275481667822016,3.0632845000178746,-4.983905062152627,-4.665451331034093,-1.6697190574801017,0.9430209638177834,-0.329944711995104,-2.858653984441497,2.3359598676563427,-1.205413449349004
2434,2434,2435,023I781016,023I,54.6884803,-65.5347338,114.0,36.0,3.0,26.0,9.0,,280.0,3.05,4.0,3.0,270.0,29.8,90.0,2.2,Routine,023I,54.68837,-65.53551,168.0,1.32,10.4,1.6,,74.5,0.4,0.05,0.26,0.6,37.9,10.0,39.4,0.51,36.95,1.89,0.99,0.68,2.86,3.0,2.72,,0.02,117.0,0.34,,0.09,20.2,9.4,0.14,0.47,269.0,2.35,0.006,0.66,18.34,40.1,0.073,5.6,,4.79,3.0,6.3,1.0,0.33,0.16,2.2,0.5,3.24,,14.3,,0.36,0.06,1.1,0.033,0.09,0.13,1.6,33.0,,9.18,0.87,119.7,1.6,114.0,36.0,26.0,9.0,280.0,3.05,270.0,90.0,2.2,168.0,13200.0,74.5,0.4,2600.0,0.6,37.9,10.0,39.4,0.51,36.95,1.89,0.99,0.68,28600.0,3.0,2.72,117.0,0.34,900.0,20.2,9.4,0.14,4700.0,269.0,2.35,60.0,0.66,18.34,40.1,730.0,5.6,4.79,6.3,3300.0,2.2,0.5,3.24,14.3,0.36,1.1,330.0,0.09,0.13,1.6,33.0,9.18,0.87,119.7,1.6,POINT (-65.5347338 54.6884803),2.6252236303079535,6.989231759479157,1.8120587762902085,-3.4150310809694604,5.364526374914268,-3.0095659728612962,1.1362107629930753,-0.1961552561012597,1.1750254672085827,-3.172084902359071,1.1108252982989055,-1.8621635200237545,-2.508790684948807,-2.88440282990729,7.762421647712639,-1.4001280604271957,-1.4981084687873993,2.2634335857024506,-3.577550010467235,4.303654414229006,0.5069422553118537,-0.25803065981934714,-4.464853205468138,5.956577438602845,3.0959710305065338,-1.6443250209392377,1.5956042131267953,-2.914255793056971,0.4103441177330135,1.1926359852172181,4.094304185047132,-0.7759737513542019,-0.9322099376724815,-0.6581907156978184,5.602937398359266,-1.7102829887310351,-3.1918875296552507,-1.3231670192910672,0.16151918817055638,-3.5203915966272867,-2.4034301692909805,3.3003523053652204,-4.906685957747177,-4.53896117762186,-2.0287367198495696,0.9977672123711748,-0.28171314446290635,-2.638002416428813,2.286248263468622,-2.0287367198495696
2435,2435,2436,023I781017,023I,54.6941519,-65.5097746,114.0,38.0,2.0,26.0,7.0,,280.0,2.45,2.0,2.0,225.0,38.4,110.0,2.3,Routine,023I,54.69404,-65.51056,249.0,1.39,6.3,3.0,,89.1,0.5,0.06,0.3,0.62,42.6,8.6,38.8,0.54,41.05,1.78,0.93,0.58,2.49,3.2,2.87,,0.02,142.0,0.34,,0.08,22.6,10.5,0.13,0.44,282.0,1.31,0.006,0.68,20.42,40.9,0.076,5.97,,5.17,,6.2,2.0,0.29,0.14,1.9,0.6,3.45,,17.2,,0.36,0.05,0.6,0.028,0.1,0.15,1.8,32.0,,9.83,0.85,124.7,1.5,114.0,38.0,26.0,7.0,280.0,2.45,225.0,110.0,2.3,249.0,13899.999999999998,89.1,0.5,3000.0,0.62,42.6,8.6,38.8,0.54,41.05,1.78,0.93,0.58,24900.000000000004,3.2,2.87,142.0,0.34,800.0,22.6,10.5,0.13,4400.0,282.0,1.31,60.0,0.68,20.42,40.9,760.0,5.97,5.17,6.2,2900.0,1.9,0.6,3.45,17.2,0.36,0.6,280.0,0.1,0.15,1.8,32.0,9.83,0.85,124.7,1.5,POINT (-65.5097746 54.6941519),3.0083503040723554,7.030541526726431,1.9806567420844117,-3.2022497729522974,5.497264975257894,-2.9871383933353517,1.2427516608829727,-0.3573403891328899,1.1493176542368757,-3.125288731816169,1.2056882435060852,-1.932489228088358,-2.5816732852271875,-3.0538297678340243,7.613520490060447,-1.345951782586671,-1.4547905626208222,2.446724465208909,-3.587912253764282,4.1755091352755755,0.6088473138858883,-0.15772733522887425,-4.549323420918906,5.880257227514001,3.132804478545762,-2.2390754551792917,1.5852419698297486,-2.8947650732043364,0.5074122203441677,1.202027470656404,4.1242158408880245,-0.7223556649878413,-0.8662299038720143,-0.6845533003413059,5.463363423582213,-1.8672487062199572,-3.0199282161583425,-1.2707283613490836,0.33580679142705544,-3.5307538399243334,-3.0199282161583425,3.1256870107768977,-4.8116876853863975,-4.406222577278233,-1.921315927490233,0.9566333104073746,-0.22366365823327675,-2.671621521890127,2.3168082602936386,-2.1036374842841874
2436,2436,2437,023I781018,023I,54.7175427,-65.473129,126.0,52.0,4.0,36.0,10.0,,400.0,2.7,1.0,,175.0,45.0,100.0,1.7,Routine,023I,54.71743,-65.47391,139.0,1.15,5.7,1.3,,107.4,0.1,0.06,0.46,0.76,34.7,10.9,39.2,0.5,51.32,1.57,0.85,0.66,2.35,2.9,2.48,,0.03,154.0,0.32,,0.09,18.9,9.0,0.1,0.46,365.0,0.95,0.007,0.67,17.0,51.8,0.063,6.25,,4.48,,6.3,,0.69,0.12,2.1,0.9,2.89,,22.3,,0.31,0.04,1.1,0.035,0.07,0.12,1.7,29.0,,8.92,0.71,135.1,2.6,126.0,52.0,36.0,10.0,400.0,2.7,175.0,100.0,1.7,139.0,11500.0,107.4,0.1,4600.0,0.76,34.7,10.9,39.2,0.5,51.32,1.57,0.85,0.66,23500.0,2.9,2.48,154.0,0.32,900.0,18.9,9.0,0.1,4600.0,365.0,0.95,70.0,0.67,17.0,51.8,630.0,6.25,4.48,6.3,6899.999999999999,2.1,0.9,2.89,22.3,0.31,1.1,350.00000000000006,0.07,0.12,1.7,29.0,8.92,0.71,135.1,2.6,POINT (-65.473129 54.7175427),2.4366635321374788,6.852291913358129,2.1787497810815517,-4.800395493987258,5.936001181483974,-2.772247246694973,1.0489292859596009,-0.1090476117581146,1.1708663458032043,-3.190957581553158,1.440270138754223,-2.046734781632996,-2.660329330490988,-2.9133258449548785,7.566945299139038,-1.4330996640007843,-1.5895518408163218,2.5391422014204164,-3.6372446841815775,4.304584362331098,0.44135152107238396,-0.3005858236569934,-4.800395493987258,5.936001181483974,3.4020869525892787,-2.5491036953807633,1.7506848410561464,-2.898287967590338,0.3354029430630034,1.4495797482722246,3.9479094183923658,-0.6652289372449025,-0.9981873545663188,-0.6572607675957257,6.341466289592138,-1.7558730562638352,-2.603170916651039,-1.436553898868872,0.6067762774728603,-3.668993382496158,-2.4025002211888875,3.3601227534902467,-5.157070437925991,-4.618073937193304,-1.9671821499310425,0.8694854289932612,-0.3095144544012947,-2.8403007099399886,2.4082048439729404,-1.5422989559657763
2437,2437,2438,023I781019,023I,54.7082726,-65.4377729,80.0,38.0,,26.0,6.0,,240.0,2.35,1.0,,125.0,35.4,150.0,1.0,Routine,023I,54.70816,-65.43856,168.0,1.01,1.7,1.6,,84.0,,0.03,0.57,0.46,33.2,7.1,30.5,0.38,37.9,1.68,0.89,0.71,2.17,2.2,2.53,,,187.0,0.34,,0.07,18.8,6.0,0.13,0.34,234.0,0.61,0.009,0.4,17.55,33.6,0.094,3.1,,4.44,,4.7,2.0,1.72,0.06,1.6,0.7,3.25,,33.8,,0.35,0.03,0.3,0.022,0.06,0.12,1.1,18.0,,9.46,0.85,83.1,0.7,80.0,38.0,26.0,6.0,240.0,2.35,125.0,150.0,1.0,168.0,10100.0,84.0,0.2886033183673903,5699.999999999999,0.46,33.2,7.1,30.5,0.38,37.9,1.68,0.89,0.71,21700.0,2.2,2.53,187.0,0.34,700.0000000000001,18.8,6.0,0.13,3400.0000000000005,234.0,0.61,90.0,0.4,17.55,33.6,940.0,3.1,4.44,4.7,17200.0,1.6,0.7,3.25,33.8,0.35,0.3,220.0,0.06,0.12,1.1,18.0,9.46,0.85,83.1,0.7,POINT (-65.4377729 54.7082726),2.7624016773180773,6.85872840074417,2.0692544967581323,-3.604264436639146,6.28665915173746,-3.1380910915841778,1.1409875738372615,-0.4014675180379118,1.0561643815281845,-3.329146328346887,1.2733888100031991,-1.842768508670014,-2.478096118341133,-2.7040526110319574,7.62350523744337,-1.5731049417209113,-1.4333429993457527,2.8695463147694054,-3.4403719634571113,4.189518032958223,0.5722945677507221,-0.5698028328571266,-4.4017831306117365,5.7699684085190714,3.09375881327252,-2.8558586238999615,2.1382473682450835,-3.2778530339593366,0.5034916478266933,1.152963764883977,4.484317573178868,-1.2301601905940809,-0.870907925641048,-0.8139997933691686,7.391102360716363,-1.8915586728394458,-2.718237246023914,-1.1829073057435353,1.1588985004037915,-3.4113844265838593,-3.5655351064111174,3.03206524426718,-5.174973018845217,-4.481825838285273,-2.2662521222808567,0.5288094558109832,-0.11448991902139444,-2.5240812315829566,2.0584823997762207,-2.718237246023914
2438,2438,2439,023I781020,023I,54.7106215,-65.3797385,84.0,50.0,,32.0,12.0,,210.0,1.9,1.0,,160.0,26.6,100.0,1.1,Routine,023I,54.71051,-65.38053,119.0,1.17,2.9,0.6,,134.0,0.3,0.03,0.4,0.46,52.5,12.7,35.9,0.34,52.09,2.54,1.21,1.11,1.73,2.3,3.87,,,122.0,0.43,,0.08,27.6,8.3,0.18,0.37,211.0,1.01,0.008,0.5,27.31,46.8,0.064,3.11,,7.33,,5.7,1.0,0.44,0.06,2.7,0.7,5.34,,23.5,,0.53,0.05,0.8,0.031,0.11,0.19,1.0,25.0,,12.3,1.11,91.5,1.4,84.0,50.0,32.0,12.0,210.0,1.9,160.0,100.0,1.1,119.0,11700.0,134.0,0.3,4000.0,0.46,52.5,12.7,35.9,0.34,52.09,2.54,1.21,1.11,17300.0,2.3,3.87,122.0,0.43,800.0,27.6,8.3,0.18,3700.0,211.0,1.01,80.0,0.5,27.31,46.8,640.0,3.11,7.33,5.7,4400.0,2.7,0.7,5.34,23.5,0.53,0.8,310.0,0.11,0.19,1.0,25.0,12.3,1.11,91.5,1.4,POINT (-65.3797385 54.7106215),2.236049996829665,6.824270624503983,2.354766303669047,-3.7470463006078005,5.750976143820163,-3.319602285780861,1.4177396733157135,-0.0014715028173190431,1.0376637992123685,-3.6218831576537944,1.4098994954752355,-1.6109094152514194,-2.352453136673215,-2.4387134809576216,7.215388284204006,-1.7101643733467606,-1.1898189892401743,2.2609475484513917,-3.3870435665763936,4.141538231386063,0.7747422764412398,-0.4268179814793123,-4.2578719243737915,5.6730146023504515,2.808784637194202,-2.5331231654286968,1.838953138392017,-3.23622067684181,0.764179439203749,1.3028097066417363,3.918394680071853,-1.4084507700907218,-0.5510979803833044,-0.8026073214413602,5.846286323624488,-1.5498217232715812,-2.899748440220597,-0.8678478433097612,0.6139269248682486,-3.177951768717834,-2.7662170475960743,3.193498801197327,-4.750348409471585,-4.203804703103516,-2.5430734962818646,0.6758023285863362,-0.03347423390349275,-2.4387134809576216,1.973265475999611,-2.2066012596606517
2439,2439,2440,023I781023,023I,54.7169217,-65.1992101,148.0,32.0,,26.0,25.0,,620.0,4.8,3.0,3.0,160.0,22.8,100.0,0.9,Routine,023I,54.71682,-65.2,181.0,1.75,4.9,3.2,,156.8,0.6,0.03,0.27,0.62,76.6,29.3,42.3,0.28,34.48,3.24,1.71,1.26,4.76,2.9,4.45,,,138.0,0.52,,0.08,38.0,4.8,0.23,0.31,652.0,2.39,0.008,0.62,37.09,38.6,0.225,3.08,,10.19,,5.3,1.0,0.26,0.06,4.5,0.3,6.16,,26.6,,0.64,0.03,1.6,0.041,0.17,0.2,0.9,48.0,0.1,14.94,1.39,161.2,0.8,148.0,32.0,26.0,25.0,620.0,4.8,160.0,100.0,0.9,181.0,17500.0,156.8,0.6,2700.0,0.62,76.6,29.3,42.3,0.28,34.48,3.24,1.71,1.26,47600.0,2.9,4.45,138.0,0.52,800.0,38.0,4.8,0.23,3100.0,652.0,2.39,80.0,0.62,37.09,38.6,2250.0,3.08,10.19,5.3,2600.0,4.5,0.3,6.16,26.6,0.64,1.6,410.0,0.17,0.2,0.9,48.0,14.94,1.39,161.2,0.8,POINT (-65.1992101 54.7169217),2.446434166356325,7.017893295002105,2.302908243006807,-3.2628884886754914,5.14894418708292,-3.2300986658525,1.5865342118370451,0.6255246511135213,0.9927242211427317,-4.025028540722388,0.7883165808859918,-1.5764895351052624,-2.215569494394932,-2.520951143946114,8.01852517531001,-1.687352127917072,-1.2591587687313515,2.175190820247704,-3.4059893323161643,3.932548862758427,0.8855232948168854,-1.1834469469956552,-4.221738834968442,5.287094525563737,3.7279816970171527,-1.880769498966081,1.6299637697643812,-3.2300986658525,0.8612845265919992,0.9011894115612847,4.966622630288965,-1.6271332679240174,-0.43065601767486716,-1.0843560443514244,5.111203859100073,-1.2479854681332265,-3.9560356692354364,-0.933986087364072,0.528848350878153,-3.19834996753792,-2.282059235663765,3.264094294788853,-4.524019706841376,-4.3615007773436005,-2.857423380567327,1.1191381459983905,-0.04802068520482921,-2.4227591177669,2.3305829651630274,-2.97520641622371
2440,2440,2441,023I781025,023I,54.7494786,-65.2715882,112.0,50.0,4.0,32.0,10.0,,345.0,3.0,1.0,,190.0,40.8,110.0,1.3,Routine,023I,54.74937,-65.27238,164.0,1.48,2.5,2.1,,138.8,0.4,0.06,0.3,0.81,48.2,12.9,47.7,0.49,54.15,1.99,1.01,0.82,2.75,3.2,2.87,,,146.0,0.38,,0.11,25.9,8.1,0.13,0.46,349.0,1.03,0.009,0.59,22.4,46.5,0.146,5.5,,6.4,,7.3,,0.4,0.09,2.2,0.7,3.91,,25.2,,0.36,0.05,0.5,0.035,0.09,0.14,1.0,37.0,,9.77,0.88,118.6,0.9,112.0,50.0,32.0,10.0,345.0,3.0,190.0,110.0,1.3,164.0,14800.0,138.8,0.4,3000.0,0.81,48.2,12.9,47.7,0.49,54.15,1.99,1.01,0.82,27500.0,3.2,2.87,146.0,0.38,1100.0,25.9,8.1,0.13,4600.0,349.0,1.03,90.0,0.59,22.4,46.5,1460.0,5.5,6.4,7.3,4000.0,2.2,0.7,3.91,25.2,0.36,0.5,350.00000000000006,0.09,0.14,1.0,37.0,9.77,0.88,118.6,0.9,POINT (-65.2715882 54.7494786),2.5209282621687255,7.023444294096733,2.3540958824172313,-3.495228897529628,5.4274294019947735,-2.7896591969711255,1.2964208554010819,-0.021710854287846415,1.2859932322388228,-3.2922880535329377,1.4128198077915268,-1.8908035269190717,-2.568987834802305,-2.7773891043793113,7.64300311799919,-1.415787355849792,-1.524626135883943,2.4046684560528635,-3.5465221919171785,4.424127293130989,0.675304803050019,-0.4870741039770798,-4.619158994182027,5.854873416821714,3.276133756546954,-2.5493793634139283,1.9208715046747922,-3.106570907737845,0.5301227932055212,1.2605141469378378,4.707253549046909,-0.8741900734170476,-0.7226401752898467,-0.5910638175011274,5.715111474446555,-1.7904808052912025,-2.9356131095942053,-1.2154007916581984,0.6479058288619047,-3.6005894131874543,-3.2720853462154182,3.2789949888279866,-4.986883774307345,-4.545051022028305,-2.578938165655473,1.0319797469887515,-0.2996216996007816,-2.706771537165358,2.196818320908152,-2.684298681313299
