,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr
857,013M781431,013M,55.1470315,-63.3427412,114.0,26.0,2.0,16.0,14.0,,550.0,3.4,,5.0,660.0,14.2,40.0,1.7,Routine,013M,55.14694,-63.3436,94.0,1.67,0.3,0.9,,147.3,0.5,,0.37,0.32,124.7,14.1,44.0,0.5,28.55,2.55,1.34,0.82,3.34,5.8,3.88,,,45.0,0.48,,0.17,59.7,20.8,0.19,0.68,578.0,5.62,0.024,2.09,47.44,19.3,0.127,5.09,,14.51,,15.3,1.0,0.12,,3.6,0.4,6.61,0.4,21.7,,0.49,,4.7,0.129,0.29,0.19,1.5,66.0,0.2,13.33,1.18,115.9,0.9
858,013M781432,013M,55.1248204,-63.3244033,62.0,22.0,2.0,12.0,6.0,0.2,70.0,1.3,,5.0,75.0,63.6,50.0,0.6,Routine,013M,55.12473,-63.32527,288.0,1.58,,1.1,,45.3,0.4,0.03,0.34,0.37,72.5,5.5,18.3,0.17,24.12,1.61,0.81,0.61,1.24,1.9,2.43,,,70.0,0.33,,0.03,39.0,1.7,0.11,0.08,53.0,5.28,0.007,0.71,27.74,14.4,0.131,2.37,,8.92,,2.3,1.0,0.5,,1.0,1.4,3.96,0.1,41.5,,0.29,,0.3,0.015,0.07,0.13,0.8,27.0,,8.89,0.76,65.7,0.3
859,013M781433,013M,55.1309215,-63.3073733,78.0,24.0,,12.0,9.0,0.2,280.0,2.2,,8.0,200.0,31.4,90.0,1.8,First Field Duplicate,013M,55.13084,-63.30824,280.0,1.89,,1.4,,152.5,0.5,0.03,0.46,0.35,155.3,8.6,30.1,0.31,24.48,4.16,2.3,1.06,2.04,3.1,6.05,,,98.0,0.85,,0.1,77.5,6.8,0.31,0.23,281.0,8.99,0.01,1.26,64.94,16.3,0.186,3.96,,19.61,,7.8,3.0,0.28,0.02,2.4,2.4,9.28,0.2,28.8,,0.74,,1.0,0.037,0.17,0.36,2.4,48.0,0.4,23.19,2.11,80.1,0.2
860,013M781436,013M,55.1227798,-63.2560948,82.0,18.0,2.0,11.0,8.0,,250.0,1.85,,6.0,370.0,29,70.0,1.4,Routine,013M,55.1227,-63.25696,272.0,2.09,,0.6,,132.5,0.7,0.02,0.48,0.36,211.8,8.4,23.4,0.31,18.46,5.57,2.83,1.18,1.75,3.1,7.54,,,87.0,1.0,,0.09,98.6,6.4,0.39,0.21,229.0,6.89,0.01,1.64,81.46,14.2,0.149,4.0,,25.33,,8.1,1.0,0.26,,1.8,0.7,11.75,0.3,34.3,,0.94,,1.1,0.036,0.15,0.43,1.3,38.0,0.6,27.49,2.62,78.7,0.2
861,013M781437,013M,55.1080668,-63.2692601,44.0,16.0,,10.0,6.0,,65.0,0.5,,2.0,100.0,34,50.0,0.8,Routine,013M,55.10798,-63.27013,110.0,0.65,,0.4,,78.5,0.2,,0.43,0.24,84.8,4.6,10.5,0.16,16.32,2.26,1.23,0.64,0.41,1.3,3.53,,,66.0,0.47,,0.05,44.4,2.7,0.19,0.11,51.0,2.86,0.011,0.72,37.53,11.9,0.029,1.89,,11.04,,4.1,2.0,0.43,,1.5,0.3,5.34,0.1,37.6,,0.44,,0.8,0.02,0.1,0.18,0.8,14.0,,11.85,1.07,42.8,0.3
862,013M781438,013M,55.1159614,-63.3059862,56.0,22.0,,19.0,8.0,0.2,70.0,0.95,,21.0,110.0,42,60.0,1.5,Routine,013M,55.11588,-63.30685,156.0,0.88,0.7,1.5,,99.1,0.2,,0.51,0.32,138.7,6.5,16.9,0.21,22.84,4.26,2.18,0.97,0.87,1.8,5.8,,,80.0,0.81,,0.06,73.8,5.6,0.3,0.16,52.0,22.7,0.01,0.96,63.73,23.9,0.041,2.53,,18.24,,4.6,45.0,0.89,,2.1,0.9,9.53,0.2,44.7,,0.7,,1.0,0.026,0.09,0.33,1.6,20.0,0.1,20.52,2.14,59.6,0.3
863,013M781439,013M,55.1184809,-63.3454243,76.0,24.0,2.0,15.0,9.0,0.2,110.0,1.85,,21.0,120.0,30.2,60.0,2.7,Routine,013M,55.1184,-63.34629,139.0,1.05,1.1,0.8,,101.2,0.4,0.02,0.58,0.35,157.4,8.6,19.9,0.29,24.86,4.46,2.36,1.04,1.83,2.0,6.3,,,69.0,0.9,,0.08,84.6,9.1,0.35,0.2,97.0,21.4,0.012,1.11,68.71,18.6,0.035,2.71,,20.24,,5.8,5.0,1.87,0.03,2.4,0.9,9.83,0.2,32.7,,0.77,,2.1,0.033,0.15,0.35,2.6,26.0,0.5,23.19,2.26,80.6,0.4
864,013M781440,013M,55.0811967,-63.3719635,82.0,26.0,,18.0,9.0,,200.0,1.4,,5.0,210.0,37.6,60.0,1.1,Routine,013M,55.08111,-63.37283,122.0,0.85,0.2,0.7,,99.8,0.2,,0.51,0.37,136.0,8.1,21.3,0.25,23.17,3.44,1.7,1.03,1.37,2.0,5.35,,,49.0,0.67,,0.06,77.6,5.8,0.25,0.23,187.0,3.6,0.014,1.19,58.3,20.6,0.058,2.0,,16.72,,5.3,,0.58,,2.4,0.5,8.25,0.1,37.7,,0.64,,3.0,0.04,0.14,0.27,1.0,20.0,0.1,17.89,1.66,87.4,0.6
865,013M781443,013M,55.0090911,-63.3465733,60.0,30.0,,14.0,8.0,,75.0,1.15,,8.0,75.0,37.6,80.0,0.9,Routine,013M,55.00901,-63.34744,194.0,1.61,,1.1,,132.1,0.4,,0.79,0.35,177.2,9.1,16.9,0.16,32.68,4.1,2.04,1.57,1.08,1.9,6.45,,,114.0,0.76,,0.06,86.2,3.8,0.29,0.16,79.0,7.5,0.016,1.01,76.47,19.8,0.066,2.42,,22.51,,5.6,6.0,1.12,,2.1,0.3,10.45,0.1,62.2,,0.74,,1.0,0.028,0.23,0.32,0.9,24.0,0.1,20.31,1.95,62.5,0.3
866,013M781444,013M,55.0213581,-63.2916534,58.0,14.0,,12.0,7.0,,100.0,0.8,,,150.0,30.2,40.0,0.6,Routine,013M,55.02128,-63.29252,70.0,0.82,,0.6,,76.6,0.3,,0.44,0.22,114.6,6.7,20.2,0.27,17.41,2.55,1.28,0.89,0.73,1.9,4.26,,,59.0,0.48,,0.07,58.0,5.8,0.18,0.23,99.0,1.69,0.015,0.91,48.82,15.3,0.054,2.74,,14.0,,5.7,2.0,0.41,0.02,1.5,0.2,6.8,0.2,31.0,,0.48,,0.7,0.033,0.15,0.18,0.7,17.0,0.6,12.81,1.28,58.1,0.3
867,013M781445,013M,55.0334591,-63.2969042,52.0,16.0,2.0,12.0,6.0,,110.0,0.95,,2.0,160.0,45.2,60.0,1.0,Routine,013M,55.03338,-63.29777,105.0,0.87,,0.6,,98.1,0.3,,0.53,0.3,87.1,5.6,19.8,0.27,21.2,2.23,1.02,0.71,0.74,2.6,2.88,,,70.0,0.43,,0.08,44.7,5.0,0.13,0.23,115.0,1.86,0.015,1.65,35.62,14.9,0.048,3.64,,10.48,,7.3,,0.35,0.02,2.2,0.6,5.17,0.3,46.5,,0.39,,1.6,0.044,0.12,0.14,0.8,22.0,0.1,10.44,0.93,58.5,0.7
868,013M781446,013M,55.0787265,-63.2918818,64.0,20.0,,16.0,7.0,0.2,150.0,0.85,,3.0,155.0,41,60.0,0.9,Routine,013M,55.07865,-63.29275,117.0,0.95,,1.3,,98.6,0.4,,0.5,0.34,119.2,7.2,16.3,0.26,22.77,2.93,1.43,1.01,0.77,2.2,4.86,0.1,,67.0,0.56,,0.06,61.9,5.0,0.2,0.18,156.0,2.97,0.019,1.06,50.66,19.4,0.049,2.84,,15.09,,5.5,2.0,0.51,0.02,1.7,0.7,7.45,0.1,50.8,,0.57,,0.8,0.031,0.13,0.22,1.0,22.0,0.4,15.36,1.4,64.8,0.4
869,013M781447,013M,55.0726084,-63.267531,44.0,18.0,,14.0,6.0,,110.0,0.65,,2.0,110.0,41.4,60.0,0.7,Routine,013M,55.07253,-63.2684,190.0,1.17,,1.1,,70.4,0.2,0.13,0.42,0.27,102.2,5.4,15.1,0.19,22.43,2.88,1.42,0.98,0.6,1.7,4.04,,,84.0,0.57,,0.04,58.0,2.9,0.23,0.14,112.0,2.17,0.01,0.67,47.08,18.1,0.055,2.21,,13.98,,3.7,,0.39,,1.1,0.8,6.94,0.1,34.3,,0.56,,0.2,0.019,0.05,0.21,0.7,18.0,,15.28,1.47,47.8,0.1
870,013M781448,013M,55.0674517,-63.2453546,76.0,20.0,,16.0,8.0,,190.0,1.5,,2.0,170.0,missing,90.0,1.2,First Field Duplicate,013M,55.06737,-63.24623,179.0,1.6,0.4,1.0,,76.8,0.2,0.04,0.37,0.3,130.4,7.3,20.2,0.28,22.16,3.78,1.87,0.99,1.31,2.5,4.74,,,96.0,0.66,,0.07,66.7,5.0,0.26,0.2,181.0,2.7,0.016,1.21,59.37,17.8,0.101,2.75,,17.01,,6.1,,0.31,0.02,1.8,0.6,8.1,0.2,25.9,,0.62,,0.7,0.032,0.12,0.28,1.0,32.0,0.2,17.82,1.77,77.5,0.2
871,013M781450,013M,55.0333089,-63.1155707,50.0,16.0,,16.0,7.0,0.2,70.0,0.8,,3.0,75.0,42,60.0,0.5,Routine,013M,55.03323,-63.11645,114.0,0.79,,3.3,,40.5,0.1,0.02,0.34,0.31,58.4,6.0,13.3,0.13,15.2,1.62,0.97,0.52,0.71,1.3,2.49,,,72.0,0.36,,0.02,31.9,1.9,0.13,0.11,73.0,1.68,0.01,0.51,25.45,18.5,0.046,1.69,,7.23,,2.0,,0.36,,0.9,0.7,3.72,0.1,37.2,,0.3,,0.2,0.016,0.06,0.12,0.4,25.0,,9.73,1.0,51.5,0.1
872,013M781451,013M,55.0305376,-63.0750597,42.0,12.0,,8.0,4.0,0.2,50.0,0.65,,3.0,55.0,30.6,40.0,0.4,Routine,013M,55.03046,-63.07594,96.0,1.47,,1.4,,42.8,0.2,,0.27,0.24,97.8,3.5,11.4,0.09,12.73,3.64,1.82,1.12,0.59,1.6,4.71,,,46.0,0.7,,0.02,53.9,1.2,0.27,0.07,55.0,1.07,0.007,0.45,55.01,10.4,0.061,1.42,,15.78,,1.5,1.0,0.23,,0.9,0.6,8.42,,19.8,,0.62,,0.3,0.014,0.05,0.28,0.6,22.0,,18.77,1.81,44.2,0.1
873,013M781452,013M,55.0577128,-63.0732781,48.0,12.0,,12.0,10.0,,70.0,1.3,,2.0,85.0,28,60.0,0.7,Routine,013M,55.05763,-63.07416,78.0,1.66,,0.6,,79.3,0.3,,0.49,0.26,85.3,9.4,13.4,0.14,14.02,3.3,1.68,1.02,1.14,2.2,4.75,,,68.0,0.62,,0.03,50.5,3.0,0.22,0.16,70.0,1.35,0.016,0.62,48.13,14.2,0.092,2.12,,13.63,,2.2,2.0,0.22,,1.7,0.6,7.05,0.1,25.4,,0.58,,0.4,0.023,0.09,0.24,0.6,30.0,0.2,15.91,1.46,46.0,0.1
874,013M781453,013M,55.0789376,-63.127464,70.0,18.0,2.0,14.0,7.0,,120.0,1.1,,,180.0,23.8,50.0,1.1,Routine,013M,55.07886,-63.12834,88.0,1.29,,0.6,,89.3,0.3,,0.39,0.31,125.6,6.2,22.0,0.28,19.37,4.47,2.42,1.23,0.97,3.1,6.56,,,61.0,0.85,0.02,0.09,66.9,6.4,0.34,0.28,112.0,1.13,0.02,1.48,62.79,16.2,0.07,3.88,,18.09,,8.4,,0.21,,2.4,0.5,9.49,0.3,24.7,,0.8,,1.3,0.05,0.11,0.33,0.9,31.0,,22.24,2.14,67.1,0.4
875,013M781454,013M,55.1015679,-63.1076343,120.0,18.0,,16.0,34.0,0.2,1600.0,6.2,,8.0,60.0,20,90.0,1.3,Routine,013M,55.10149,-63.10851,265.0,2.12,0.3,1.1,,210.7,0.4,0.02,0.28,0.66,165.1,32.5,22.0,0.17,20.21,5.53,2.98,1.44,5.68,2.4,7.83,,,112.0,1.09,,0.04,79.8,2.9,0.43,0.12,1649.0,8.09,0.009,0.65,71.21,20.4,0.25,2.46,,21.25,,3.3,2.0,0.19,,3.0,2.5,10.53,0.2,19.9,,0.97,,2.2,0.025,0.34,0.43,1.5,76.0,0.2,29.25,2.84,118.7,0.5
876,013M781455,013M,55.1160976,-63.1194959,34.0,22.0,,12.0,6.0,,70.0,0.5,,,75.0,30.2,60.0,0.9,Routine,013M,55.11602,-63.12037,97.0,0.98,,1.2,,82.9,0.3,,0.37,0.22,150.0,4.5,9.6,0.1,22.12,5.68,3.07,1.58,0.38,1.0,8.86,,,66.0,1.14,,0.02,81.0,1.7,0.4,0.09,61.0,1.08,0.009,0.67,81.41,15.6,0.041,1.64,,22.48,,1.7,,0.31,0.03,1.7,0.3,12.04,,32.9,,1.06,,0.4,0.017,0.07,0.48,0.9,11.0,,28.77,2.72,33.2,0.2
877,013M781456,013M,55.1279687,-63.1519008,76.0,30.0,,15.0,8.0,,90.0,0.8,,4.0,180.0,27,60.0,2.8,Routine,013M,55.12789,-63.15277,94.0,0.93,0.2,1.5,,107.0,0.4,,0.4,0.27,312.4,7.0,17.5,0.2,33.09,10.82,5.72,2.31,0.78,1.5,14.86,,,76.0,2.11,,0.06,170.3,5.2,0.73,0.17,92.0,3.35,0.015,1.69,152.87,19.5,0.051,3.16,,45.46,,6.0,2.0,0.45,,2.8,0.5,24.01,0.2,34.0,,1.92,,4.6,0.034,0.17,0.81,3.0,20.0,0.4,50.33,4.85,75.1,0.7
878,013M781457,013M,55.1645276,-63.1289068,34.0,8.0,,10.0,4.0,,35.0,0.25,,,45.0,28.4,50.0,7.0,Routine,013M,55.16444,-63.12978,74.0,0.61,,0.7,,48.7,,,0.32,0.16,78.4,3.2,6.3,0.09,9.91,3.54,1.99,0.96,0.17,0.7,4.69,,,51.0,0.78,,0.01,46.8,1.1,0.26,0.05,31.0,0.89,0.006,0.41,47.55,10.9,0.026,1.27,,13.03,,1.1,1.0,0.32,,1.6,0.5,7.32,,25.3,,0.63,,1.4,0.01,0.04,0.26,1.1,7.0,,17.76,1.8,35.3,0.4
879,013M781458,013M,55.1933472,-63.1219839,98.0,20.0,,10.0,7.0,,310.0,3.3,,18.0,360.0,30.4,70.0,3.5,Routine,013M,55.19326,-63.12285,237.0,2.45,,1.1,,135.5,1.3,0.04,0.38,0.48,267.7,7.7,23.4,0.33,23.23,9.39,4.81,1.58,3.37,3.2,13.58,,,92.0,1.83,0.03,0.08,138.5,7.4,0.63,0.23,340.0,18.91,0.013,1.58,140.98,14.9,0.155,4.19,,40.15,,7.5,1.0,0.25,0.02,2.8,1.9,22.47,0.3,23.7,,1.76,,1.9,0.03,0.11,0.68,3.8,66.0,0.4,46.3,4.42,106.8,0.3
880,013M781459,013M,55.2302866,-63.1190066,64.0,10.0,4.0,9.0,10.0,,560.0,2.2,1.0,4.0,410.0,5.6,40.0,1.8,Routine,013M,55.23019,-63.11987,50.0,1.11,0.9,0.7,,130.8,0.4,0.04,0.32,0.29,99.2,11.8,25.6,0.37,11.83,2.45,1.22,0.66,2.44,3.9,3.62,,,40.0,0.46,,0.12,44.1,12.1,0.17,0.44,668.0,3.93,0.016,1.6,36.86,12.5,0.085,7.71,,10.63,,11.7,,0.05,0.03,2.6,0.3,5.57,0.4,15.4,,0.47,,3.9,0.084,0.16,0.2,2.0,44.0,0.2,12.09,1.14,68.8,0.7
881,013M781462,013M,55.231493,-63.096432,60.0,24.0,,11.0,7.0,,130.0,1.05,,5.0,310.0,9.4,30.0,3.8,Routine,013M,55.2314,-63.09729,49.0,0.7,0.5,0.6,,125.5,0.3,0.02,0.39,0.17,96.1,6.6,18.3,0.28,24.88,3.67,1.87,0.85,0.99,2.4,5.77,,0.05,29.0,0.72,,0.11,55.0,5.8,0.27,0.25,130.0,4.49,0.021,1.56,47.55,12.7,0.077,2.98,,13.11,,9.6,1.0,0.19,0.03,2.6,0.6,7.25,0.4,19.1,,0.75,,5.0,0.053,0.13,0.27,3.6,27.0,0.2,18.62,1.8,53.6,1.5
882,013M781464,013M,55.2076244,-63.0956629,52.0,14.0,2.0,10.0,5.0,,105.0,0.7,1.0,3.0,120.0,34.4,50.0,1.6,Routine,013M,55.20753,-63.09653,123.0,1.16,0.3,0.3,,71.3,0.2,0.02,0.43,0.24,193.5,5.9,14.8,0.2,15.01,6.01,2.82,1.08,0.63,2.2,9.88,0.1,,68.0,1.0,,0.04,110.0,4.8,0.32,0.18,107.0,3.11,0.01,0.8,114.99,12.0,0.041,2.31,,31.33,,4.2,2.0,0.32,,1.4,1.2,16.07,0.1,27.5,,1.27,,0.6,0.025,0.06,0.37,1.9,18.0,,25.34,2.0,49.1,0.2
883,013M781465,013M,55.1758834,-63.0691255,62.0,16.0,,12.0,7.0,,100.0,0.75,,5.0,185.0,31,50.0,3.0,Routine,013M,55.17579,-63.06999,93.0,0.7,,,,102.3,0.3,,0.4,0.27,203.8,5.8,15.2,0.21,15.18,7.19,3.77,1.25,0.69,1.7,11.33,,,41.0,1.29,,0.05,104.4,5.8,0.48,0.12,93.0,5.95,0.009,1.64,89.03,13.3,0.032,2.64,,24.98,,5.3,3.0,0.51,,1.7,1.2,13.45,0.2,28.8,,1.41,,2.8,0.027,0.1,0.5,3.3,15.0,0.3,33.93,3.18,57.2,0.5
884,013M781466,013M,55.1486511,-63.0719929,76.0,34.0,2.0,19.0,13.0,,230.0,2.1,,5.0,590.0,7.6,20.0,3.6,Routine,013M,55.14856,-63.07287,80.0,1.47,0.7,0.7,,170.8,0.5,0.03,0.58,0.19,164.5,12.4,37.3,0.64,37.18,6.2,3.62,1.2,2.2,5.9,8.33,0.1,0.08,23.0,1.22,0.05,0.29,85.4,14.9,0.45,0.7,256.0,5.52,0.048,3.84,70.76,24.2,0.106,6.87,,20.21,,25.4,3.0,0.21,,5.5,0.6,11.71,0.9,25.9,,1.19,,10.8,0.143,0.25,0.47,3.5,49.0,0.4,29.67,3.0,83.6,3.0
885,013M781467,013M,55.1387936,-63.0301239,64.0,16.0,,14.0,5.0,,110.0,1.0,,4.0,135.0,29.4,50.0,1.4,Routine,013M,55.13871,-63.031,129.0,1.34,0.2,,,88.2,0.6,0.02,0.36,0.26,136.7,5.4,17.9,0.23,17.32,4.83,2.73,0.86,1.0,2.5,6.25,0.1,,66.0,0.93,,0.05,76.5,4.2,0.35,0.19,105.0,3.84,0.016,0.97,61.78,17.1,0.066,2.69,,18.03,,5.6,2.0,0.29,,1.2,1.3,8.94,0.2,27.1,,0.92,,0.6,0.02,0.07,0.36,1.6,42.0,0.2,25.53,2.23,66.0,0.1
886,013M781468,013M,55.1034937,-63.0240112,144.0,12.0,2.0,13.0,13.0,,570.0,1.55,,2.0,125.0,23.8,50.0,1.1,Routine,013M,55.10341,-63.02489,85.0,1.51,0.8,,,120.2,0.1,0.03,0.33,0.73,142.8,13.1,18.2,0.17,13.03,4.31,2.36,0.98,1.45,2.5,5.7,,,60.0,0.8,,0.04,65.6,3.5,0.31,0.2,558.0,2.69,0.026,0.63,58.0,16.6,0.091,3.92,,16.29,,3.7,2.0,0.21,0.02,1.7,1.1,8.59,0.2,22.2,,0.79,,0.5,0.02,0.19,0.34,1.2,43.0,0.2,22.71,2.16,142.6,0.2
887,013M781469,013M,55.072714,-63.0232539,32.0,10.0,,10.0,4.0,,40.0,0.35,,,60.0,28.2,40.0,0.6,Routine,013M,55.07263,-63.02413,46.0,0.63,0.4,,,65.1,0.2,,0.32,0.16,52.8,3.5,11.5,0.16,9.86,2.26,1.24,0.67,0.31,1.1,3.27,,,50.0,0.42,,0.02,30.4,1.8,0.13,0.1,32.0,1.44,0.012,0.45,30.35,11.4,0.031,1.26,,8.16,,1.9,2.0,0.27,,1.1,0.8,4.51,,22.0,,0.45,,0.5,0.016,0.04,0.18,0.5,12.0,,11.16,1.03,31.4,0.2
888,013M781470,013M,55.079105,-62.9801371,28.0,10.0,,8.0,5.0,,35.0,0.35,,,45.0,39.4,50.0,0.4,Routine,013M,55.07902,-62.98102,58.0,0.69,0.2,0.9,,24.0,0.1,,0.31,0.22,44.4,4.3,8.1,0.09,11.23,2.2,1.06,0.62,0.26,1.0,3.33,,,56.0,0.41,,0.01,28.6,0.9,0.18,0.05,31.0,1.18,0.009,0.32,27.71,8.2,0.037,1.01,,7.7,,0.9,2.0,0.35,,1.0,0.9,4.43,,30.4,,0.43,,0.5,0.009,0.03,0.18,0.5,18.0,,12.49,1.02,25.7,0.4
889,013M781471,013M,55.0647088,-62.9780777,26.0,8.0,,8.0,4.0,,50.0,0.35,,,40.0,29.8,40.0,0.9,First Field Duplicate,013M,55.06463,-62.97896,62.0,0.57,0.3,,,34.3,,0.04,0.32,0.18,41.9,4.1,13.1,0.1,8.57,1.75,0.99,0.52,0.28,1.2,2.23,,,51.0,0.32,,0.02,25.8,1.2,0.14,0.08,49.0,1.07,0.013,0.28,22.69,8.2,0.059,1.2,,6.16,,1.3,3.0,0.28,,0.6,1.0,3.4,,17.1,,0.32,,0.1,0.008,,0.13,1.0,19.0,,9.32,0.83,26.2,0.1
890,013M781473,013M,55.045479,-62.9827211,76.0,16.0,,8.0,9.0,,245.0,2.6,,4.0,60.0,23.8,90.0,0.8,Routine,013M,55.0454,-62.9836,164.0,1.74,,0.5,,95.0,0.2,0.02,0.36,0.49,102.7,9.5,20.0,0.15,19.92,4.66,2.42,1.18,2.62,2.3,5.38,,0.03,85.0,0.76,,0.03,57.4,2.3,0.32,0.13,297.0,4.77,0.017,0.64,53.88,12.4,0.245,1.88,,14.64,,2.9,5.0,0.12,,2.0,1.5,8.07,0.1,22.4,,0.77,0.03,1.1,0.019,0.14,0.36,1.0,65.0,0.4,22.19,2.12,88.3,0.3
891,013M781474,013M,55.0338719,-63.0371725,84.0,26.0,2.0,19.0,12.0,,280.0,2.1,,2.0,390.0,10.8,50.0,2.4,Routine,013M,55.03379,-63.03805,88.0,1.64,0.3,0.6,,160.1,0.4,0.03,0.56,0.38,149.3,11.5,28.2,0.4,27.49,5.41,2.95,1.12,2.08,4.3,6.6,0.1,,26.0,0.95,0.03,0.16,78.2,7.9,0.37,0.47,303.0,2.58,0.047,1.92,65.25,22.7,0.226,4.46,,18.63,,13.3,2.0,0.07,,3.6,1.0,9.74,0.5,27.9,,0.99,,3.3,0.07,0.22,0.41,2.1,51.0,0.4,27.22,2.45,85.5,0.7
892,013M781475,013M,55.0086082,-63.0465938,132.0,20.0,,16.0,21.0,,2300.0,7.0,,8.0,125.0,31.8,110.0,1.7,Routine,013M,55.00853,-63.04747,252.0,2.25,1.4,0.5,,320.5,0.4,0.03,0.45,0.79,145.2,22.4,24.2,0.26,22.88,5.05,2.79,1.35,6.87,3.6,7.0,0.2,,112.0,0.98,,0.05,79.0,3.9,0.38,0.2,2265.0,8.66,0.024,0.89,65.57,20.7,0.291,3.19,,18.89,,4.9,2.0,0.23,0.03,2.7,2.2,9.63,0.2,31.6,,0.98,,2.0,0.03,0.28,0.39,1.7,75.0,0.4,25.55,2.44,144.5,0.5
893,013M781476,013M,55.0116673,-62.957702,36.0,8.0,,7.0,7.0,,145.0,0.6,,,75.0,28.6,50.0,1.0,Routine,013M,55.01158,-62.95858,65.0,0.65,0.8,0.6,,46.7,0.2,,0.34,0.21,39.0,6.1,13.3,0.12,9.43,1.67,0.88,0.44,0.51,1.3,2.18,,,44.0,0.29,,0.02,24.3,1.9,0.12,0.1,138.0,1.63,0.014,0.33,19.35,7.7,0.065,1.29,,5.32,,2.1,1.0,0.3,,0.6,1.1,2.93,,15.7,,0.27,,,0.012,0.05,0.12,1.0,38.0,,7.92,0.79,37.5,
894,013M781477,013M,55.0210091,-62.9015901,40.0,14.0,,8.0,3.0,,40.0,0.3,,,50.0,57.6,70.0,0.7,Routine,013M,55.02093,-62.90247,109.0,0.49,0.5,0.3,,46.1,,,0.48,0.33,23.1,2.8,8.9,0.13,12.67,0.95,0.49,0.29,0.21,1.0,1.24,,,62.0,0.16,,0.01,12.8,1.3,0.06,0.07,31.0,1.01,0.008,0.38,10.12,9.7,0.047,1.99,,2.98,,1.2,1.0,0.33,0.02,0.7,0.9,1.53,0.1,28.0,,0.17,,0.2,0.012,0.03,0.06,0.7,8.0,,4.26,0.41,41.9,0.2
895,013M781478,013M,55.0357486,-62.8733131,42.0,14.0,,10.0,3.0,,45.0,0.55,,,60.0,51.4,50.0,0.6,Routine,013M,55.03566,-62.87419,104.0,0.78,0.5,,,91.0,,,0.45,0.37,32.0,3.4,10.8,0.3,13.48,1.52,0.85,0.51,0.44,1.3,2.05,,,55.0,0.31,,0.02,18.1,2.1,0.11,0.11,43.0,1.21,0.013,0.38,16.51,12.4,0.061,1.67,,4.74,,3.1,1.0,0.33,0.03,1.0,0.8,2.52,,28.5,,0.3,,0.3,0.011,0.04,0.11,0.6,14.0,,8.05,0.75,43.3,0.4
896,013M781479,013M,55.0461012,-62.8935623,34.0,10.0,2.0,8.0,4.0,,65.0,0.5,,,65.0,43,50.0,1.4,Routine,013M,55.04602,-62.89444,67.0,0.61,1.1,0.5,,82.9,,,0.46,0.3,27.7,4.3,11.5,0.18,9.49,1.02,0.65,0.33,0.35,1.2,1.49,,,54.0,0.21,,0.02,14.8,2.1,0.08,0.11,65.0,1.04,0.018,0.43,13.26,9.2,0.057,1.76,,3.44,,1.8,,0.3,0.03,0.7,1.4,1.95,,27.0,,0.2,,0.2,0.013,0.03,0.08,1.5,21.0,,5.47,0.53,36.7,0.2
897,013M781480,013M,55.0602937,-62.8595996,46.0,14.0,2.0,11.0,6.0,,160.0,1.1,,,70.0,29.2,60.0,1.2,Routine,013M,55.06021,-62.86048,83.0,1.25,0.5,0.3,,56.1,0.2,,0.28,0.29,49.1,5.5,16.1,0.19,13.57,2.55,1.41,0.68,1.06,2.2,2.95,,,70.0,0.46,,0.03,31.5,2.9,0.18,0.16,168.0,1.44,0.02,0.56,28.22,12.7,0.124,2.72,,7.83,,3.1,,0.26,0.03,1.1,1.0,4.34,0.2,16.2,,0.41,,0.2,0.014,0.06,0.19,1.2,38.0,,13.0,1.25,48.5,0.2
898,013M781482,013M,55.0749135,-62.9224892,40.0,10.0,,7.0,4.0,,180.0,1.0,,,75.0,21.4,50.0,0.9,Routine,013M,55.07483,-62.92337,70.0,1.07,1.1,,,142.0,0.2,,0.47,0.19,37.6,3.6,16.3,0.17,8.36,1.46,0.89,0.47,0.93,1.9,2.32,,,52.0,0.31,,0.03,22.5,2.6,0.12,0.15,191.0,0.9,0.039,0.39,18.7,7.9,0.175,1.59,,5.2,,2.9,,0.51,,1.1,1.0,2.93,0.1,26.1,,0.29,,0.3,0.015,0.04,0.14,1.0,33.0,0.2,7.73,0.83,41.0,0.2
